tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,data_type,year
1968-580,Australian Chps.,Grass,64.0,G,19680119,59,100079,1.0,,Bill Bowrey,R,,AUS,24.0,100025,3.0,,Barry Phillips Moore,R,173.0,AUS,30.5,10-8 6-4 7-5,5,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,60,100064,9.0,,Juan Gisbert,R,,ESP,25.7,100114,2.0,,Ray Ruffels,R,,AUS,21.8,10-8 3-6 6-2 6-2,5,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,300,100100,,,Tony Roche,L,178.0,AUS,22.6,100037,,,Nikola Pilic,L,191.0,CRO,28.3,96-33,3,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,299,100055,,,Cliff Drysdale,R,188.0,RSA,26.6,100057,,,Pierre Barthes,R,,FRA,26.3,89-72,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,298,100087,,,John Newcombe,R,183.0,AUS,23.6,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,83-69,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,297,100037,,,Nikola Pilic,L,191.0,CRO,28.3,100058,,,Roger Taylor,L,183.0,GBR,26.2,84-80,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,296,100069,,,Dennis Ralston,R,188.0,USA,25.4,100100,,,Tony Roche,L,178.0,AUS,22.6,78-75,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,295,100055,,,Cliff Drysdale,R,188.0,RSA,26.6,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,99-47,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,294,100037,,,Nikola Pilic,L,191.0,CRO,28.3,100057,,,Pierre Barthes,R,,FRA,26.3,90-71,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,293,100100,,,Tony Roche,L,178.0,AUS,22.6,100087,,,John Newcombe,R,183.0,AUS,23.6,97-64,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,292,100058,,,Roger Taylor,L,183.0,GBR,26.2,100069,,,Dennis Ralston,R,188.0,USA,25.4,91-67,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,291,100057,,,Pierre Barthes,R,,FRA,26.3,100069,,,Dennis Ralston,R,188.0,USA,25.4,83-70,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,290,100087,,,John Newcombe,R,183.0,AUS,23.6,100055,,,Cliff Drysdale,R,188.0,RSA,26.6,74-72,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,289,100037,,,Nikola Pilic,L,191.0,CRO,28.3,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,99-38,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9295,Sydney WCT,Carpet,8.0,A,19680120,288,100100,,,Tony Roche,L,178.0,AUS,22.6,100058,,,Roger Taylor,L,183.0,GBR,26.2,96-63,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T130,Woodside,,,A,19680121,103,100027,,,Gene Scott,R,185.0,USA,30.0,100074,,,Arthur Ashe,R,185.0,USA,24.5,10-4,1,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T130,Woodside,,,A,19680121,101,100074,,,Arthur Ashe,R,185.0,USA,24.5,112331,,,Dick Savitt,U,191.0,USA,40.8,10-7,1,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T130,Woodside,,,A,19680121,102,100027,,,Gene Scott,R,185.0,USA,30.0,110068,,,Paul Cranis,R,,USA,,10-6,1,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,131,100148,,,Ismail El Shafei,R,,EGY,20.1,100077,,,Daniel Contet,R,,FRA,24.2,6-2 6-2 9-7,5,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,125,100159,,,Vladimir Korotkov,R,,RUS,19.7,109759,,,Michael Sangster,R,,GBR,27.3,11-9 11-9,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,126,100011,,,Torben Ulrich,L,180.0,DEN,39.2,100089,,,Patrice Beust,R,170.0,FRA,23.3,5-7 6-3 6-3,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,127,100148,,,Ismail El Shafei,R,,EGY,20.1,112995,,,Vyacheslav Egorov,U,,URS,29.3,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,128,100077,,,Daniel Contet,R,,FRA,24.2,125579,,,Tapio Jokinen,U,,FIN,32.9,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,117,100148,,,Ismail El Shafei,R,,EGY,20.1,109837,,,John De Mendoza,R,,GBR,18.4,6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,118,109759,,,Michael Sangster,R,,GBR,27.3,100123,,,Patrick Hombergen,R,,BEL,21.3,13-11 2-6 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,119,100011,,,Torben Ulrich,L,180.0,DEN,39.2,109761,,,Eric Drossart,R,,BEL,25.9,6-3 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,120,100089,,,Patrice Beust,R,170.0,FRA,23.3,110017,,,John McDonald,R,,NZL,36.8,6-1 6-1,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,121,112995,,,Vyacheslav Egorov,U,,URS,29.3,110270,,,Rauno Suominen,U,,FIN,28.7,3-6 6-4 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,122,125579,,,Tapio Jokinen,U,,FIN,32.9,100047,,,Bob Carmichael,R,183.0,AUS,27.5,3-6 6-4 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,123,100077,,,Daniel Contet,R,,FRA,24.2,100139,,,Gerald Battrick,R,178.0,GBR,20.6,6-3 6-3,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,124,100159,,,Vladimir Korotkov,R,,RUS,19.7,112985,,,Jean Pierre Courcol,U,,FRA,23.8,6-1 3-6 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,101,109837,,,John De Mendoza,R,,GBR,18.4,100009,,,Istvan Gulyas,R,,HUN,36.2,5-7 7-5 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,102,100123,,,Patrick Hombergen,R,,BEL,21.3,109748,,,John Barrett,L,185.0,GBR,36.7,4-6 7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,103,109759,,,Michael Sangster,R,,GBR,27.3,211046,,,Helmuth Rudzinski,U,,GER,21.5,4-6 7-5 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,104,100011,,,Torben Ulrich,L,180.0,DEN,39.2,100112,,,John Clifton,R,,GBR,21.9,11-9 7-5,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,105,109761,,,Eric Drossart,R,,BEL,25.9,148429,,,Hartmut Bielefeld,U,,FRG,30.3,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,106,110017,,,John McDonald,R,,NZL,36.8,145274,,,Herbert Schmidt,U,,GDR,,4-6 7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,107,112995,,,Vyacheslav Egorov,U,,URS,29.3,147446,,,Peter Rode,U,,FRG,33.7,7-5 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,108,110270,,,Rauno Suominen,U,,FIN,28.7,100189,,,Dale Power,R,,CAN,18.3,6-2 6-4,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,109,100047,,,Bob Carmichael,R,183.0,AUS,27.5,111064,,,Nils Elvik,U,,NOR,22.9,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,110,125579,,,Tapio Jokinen,U,,FIN,32.9,112517,,,Jaroslav Drobny,U,,TCH,46.2,6-1 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,111,100139,,,Gerald Battrick,R,178.0,GBR,20.6,110194,,,Uwe Gottschalk,U,,GER,,12-10 10-8,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,112,100077,,,Daniel Contet,R,,FRA,24.2,109836,,,Ken Weatherley,R,,GBR,20.1,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,113,100159,,,Vladimir Korotkov,R,,RUS,19.7,148430,,,Ernst Schultze,U,,FRG,,6-2 6-2,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,114,112985,,,Jean Pierre Courcol,U,,FRA,23.8,100045,,,John Paish,L,,GBR,27.8,6-2 6-3,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,115,100089,,,Patrice Beust,R,170.0,FRA,23.3,148045,,,Dieter Bruns,U,,FRG,,6-3 6-1,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,116,100148,,,Ismail El Shafei,R,,EGY,20.1,109767,,,Claude De Gronckel,R,,BEL,24.6,W/O,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,129,100148,,,Ismail El Shafei,R,,EGY,20.1,100011,,,Torben Ulrich,L,180.0,DEN,39.2,7-5 10-8,3,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-T105,Bremen Indoors,Carpet,,A,19680122,130,100077,,,Daniel Contet,R,,FRA,24.2,100159,,,Vladimir Korotkov,R,,RUS,19.7,7-5 6-1,3,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,300,100025,,,Barry Phillips Moore,R,173.0,AUS,30.5,100135,,,Onny Parun,R,188.0,NZL,20.7,6-3 6-8 1-6 6-3 6-2,5,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,297,100101,,,Mike Belkin,R,,CAN,22.5,108085,,,Richard Hawkes,R,,NZL,27.1,4-6 6-3 6-2 6-3,5,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,296,100135,,,Onny Parun,R,188.0,NZL,20.7,210808,,,Kevin Ocarroll,U,,NZL,,6-2 6-4 7-5,5,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,295,100025,,,Barry Phillips Moore,R,173.0,AUS,30.5,110053,,,Ian Beverly,U,,NZL,,6-4 6-4 6-2,5,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,294,100106,,,Graham Stilwell,R,173.0,GBR,22.2,100090,,,Dick Crealy,R,191.0,AUS,23.3,6-2 6-3 4-6 2-6 6-4,5,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,293,100101,,,Mike Belkin,R,,CAN,22.5,210809,,,Keith Woolcott,U,,NZL,,6-2 6-1 6-3,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,292,110053,,,Ian Beverly,U,,NZL,,209560,,,Howard Broun,U,,NZL,,6-8 6-1 6-2 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,291,100090,,,Dick Crealy,R,191.0,AUS,23.3,110055,,,Kevin Long,R,,USA,,5-7 6-4 1-6 7-5 6-4,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,290,108085,,,Richard Hawkes,R,,NZL,27.1,109810,,,Dave Simmonds,U,,NZL,,6-2 6-2 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,289,210808,,,Kevin Ocarroll,U,,NZL,,210810,,,Desmond Shaw,U,,NZL,,6-3 6-1 6-2,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,288,100135,,,Onny Parun,R,188.0,NZL,20.7,100149,,,Toshiro Sakai,R,,JPN,20.1,6-1 6-2 6-2,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,287,100025,,,Barry Phillips Moore,R,173.0,AUS,30.5,210811,,,Jim Mitchell,U,,NZL,,6-3 6-2 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,286,100106,,,Graham Stilwell,R,173.0,GBR,22.2,112383,,,John Lockington,U,,AUS,,10-8 6-1 6-2,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,285,100101,,,Mike Belkin,R,,CAN,22.5,110059,,,James Ferguson,U,,AUS,,3-6 9-7 6-2 6-3,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,284,110053,,,Ian Beverly,U,,NZL,,100103,,,Peter Curtis,R,,GBR,22.4,6-3 9-7 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,283,100090,,,Dick Crealy,R,191.0,AUS,23.3,108434,,,Tony Parun,R,,NZL,18.4,11-9 6-0 6-0,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,282,100025,,,Barry Phillips Moore,R,173.0,AUS,30.5,210812,,,Frank Schwanner,U,,NZL,,6-2 6-3 6-0,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,281,100149,,,Toshiro Sakai,R,,JPN,20.1,210813,,,Eric White,U,,NZL,,6-2 0-6 6-1 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,280,210810,,,Desmond Shaw,U,,NZL,,100064,,,Juan Gisbert,R,,ESP,25.8,6-4 6-1 3-6 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,279,109810,,,Dave Simmonds,U,,NZL,,110412,,,Robert Clarke,R,,NZL,,6-1 9-7 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,278,100106,,,Graham Stilwell,R,173.0,GBR,22.2,110056,,,Ray Keenan,U,,UNK,,6-2 6-1 6-0,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,299,100135,,,Onny Parun,R,188.0,NZL,20.7,100106,,,Graham Stilwell,R,173.0,GBR,22.2,3-6 6-3 6-4 3-6 6-3,5,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-301,Auckland,Grass,32.0,A,19680131,298,100025,,,Barry Phillips Moore,R,173.0,AUS,30.5,100101,,,Mike Belkin,R,,CAN,22.5,6-3 8-6 6-4,5,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,300,100055,,,Cliff Drysdale,R,188.0,RSA,26.6,100057,,,Pierre Barthes,R,,FRA,26.3,31-18 31-28,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,299,100037,,,Nikola Pilic,L,191.0,CRO,28.4,100058,,,Roger Taylor,L,183.0,GBR,26.2,25-31 31-26 5-4,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,298,100069,,,Dennis Ralston,R,188.0,USA,25.5,100087,,,John Newcombe,R,183.0,AUS,23.6,31-20 31-29,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,297,100100,,,Tony Roche,L,178.0,AUS,22.7,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,31-27 31-23,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,296,100057,,,Pierre Barthes,R,,FRA,26.3,100058,,,Roger Taylor,L,183.0,GBR,26.2,31-20 31-22,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,295,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,100087,,,John Newcombe,R,183.0,AUS,23.6,31-29 31-30,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,294,100055,,,Cliff Drysdale,R,188.0,RSA,26.6,100037,,,Nikola Pilic,L,191.0,CRO,28.4,31-20 31-16,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,293,100069,,,Dennis Ralston,R,188.0,USA,25.5,100100,,,Tony Roche,L,178.0,AUS,22.7,31-24 31-24,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,292,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,100057,,,Pierre Barthes,R,,FRA,26.3,31-27 31-25,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,291,100087,,,John Newcombe,R,183.0,AUS,23.6,100058,,,Roger Taylor,L,183.0,GBR,26.2,31-23 31-25,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,290,100037,,,Nikola Pilic,L,191.0,CRO,28.4,100069,,,Dennis Ralston,R,188.0,USA,25.5,16-31 31-20 5-2,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,289,100100,,,Tony Roche,L,178.0,AUS,22.7,100055,,,Cliff Drysdale,R,188.0,RSA,26.6,31-19 29-31 5-2,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,288,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,100037,,,Nikola Pilic,L,191.0,CRO,28.4,31-28 31-24,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,287,100087,,,John Newcombe,R,183.0,AUS,23.6,100055,,,Cliff Drysdale,R,188.0,RSA,26.6,31-30 25-31 5-2,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,286,100069,,,Dennis Ralston,R,188.0,USA,25.5,100057,,,Pierre Barthes,R,,FRA,26.3,31-27 31-29,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9296,WCT World Cup,Carpet,8.0,A,19680201,285,100100,,,Tony Roche,L,178.0,AUS,22.7,100058,,,Roger Taylor,L,183.0,GBR,26.2,31-26 31-29,3,RR,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-802,Richmond,Hard,8.0,A,19680202,300,100074,,,Arthur Ashe,R,185.0,USA,24.5,109932,,,Chuck Mckinley,R,,USA,27.0,6-2 6-1,3,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-802,Richmond,Hard,8.0,A,19680202,297,100074,,,Arthur Ashe,R,185.0,USA,24.5,100144,,,Bob Lutz,R,180.0,USA,20.4,8-6 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-802,Richmond,Hard,8.0,A,19680202,296,109823,,,Ron Holmberg,R,185.0,USA,30.0,100078,,,Clark Graebner,R,188.0,USA,24.2,9-7 12-10,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-802,Richmond,Hard,8.0,A,19680202,295,109932,,,Chuck Mckinley,R,,USA,27.0,100028,,,Manuel Santana,R,170.0,ESP,29.7,6-4 6-3,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-802,Richmond,Hard,8.0,A,19680202,294,100081,,,Charlie Pasarell,R,185.0,USA,23.9,100027,,,Gene Scott,R,185.0,USA,30.0,7-5 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-802,Richmond,Hard,8.0,A,19680202,299,100074,,,Arthur Ashe,R,185.0,USA,24.5,109823,,,Ron Holmberg,R,185.0,USA,30.0,3-6 7-5 6-3,3,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-802,Richmond,Hard,8.0,A,19680202,298,109932,,,Chuck Mckinley,R,,USA,27.0,100081,,,Charlie Pasarell,R,185.0,USA,23.9,13-11 6-3,3,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-401,Philadelphia WCT,Carpet,16.0,A,19680208,11,100028,2.0,,Manuel Santana,R,170.0,ESP,29.7,109812,4.0,,Jan Leschly,L,,DEN,27.4,8-6 6-3,3,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-401,Philadelphia WCT,Carpet,16.0,A,19680208,5,100081,1.0,,Charlie Pasarell,R,185.0,USA,23.9,100099,,,Thomaz Koch,L,,BRA,22.7,4-6 16-14 6-2,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-401,Philadelphia WCT,Carpet,16.0,A,19680208,6,109812,4.0,,Jan Leschly,L,,DEN,27.4,100128,,,Cliff Richey,R,175.0,USA,21.1,6-3 6-4,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-401,Philadelphia WCT,Carpet,16.0,A,19680208,7,100074,3.0,,Arthur Ashe,R,185.0,USA,24.5,100084,,,Tom Okker,R,178.0,NED,23.9,7-5 11-9,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-401,Philadelphia WCT,Carpet,16.0,A,19680208,8,100028,2.0,,Manuel Santana,R,170.0,ESP,29.7,100011,,,Torben Ulrich,L,180.0,DEN,39.3,6-1 3-6 6-3,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-401,Philadelphia WCT,Carpet,16.0,A,19680208,1,100099,,,Thomaz Koch,L,,BRA,22.7,100174,,,Manuel Orantes,L,178.0,ESP,19.0,W/O,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-401,Philadelphia WCT,Carpet,16.0,A,19680208,2,100128,,,Cliff Richey,R,175.0,USA,21.1,199999,,,U Unknown,U,,UNK,,7-9 7-5 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-401,Philadelphia WCT,Carpet,16.0,A,19680208,3,100074,3.0,,Arthur Ashe,R,185.0,USA,24.5,100229,,Q,Dick Stockton,R,188.0,USA,16.9,6-2 6-2,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-401,Philadelphia WCT,Carpet,16.0,A,19680208,4,100011,,,Torben Ulrich,L,180.0,DEN,39.3,100186,,,Jeff Borowiak,R,193.0,USA,18.3,9-7 6-4,3,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-401,Philadelphia WCT,Carpet,16.0,A,19680208,9,109812,4.0,,Jan Leschly,L,,DEN,27.4,100081,1.0,,Charlie Pasarell,R,185.0,USA,23.9,6-2 7-5,3,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-401,Philadelphia WCT,Carpet,16.0,A,19680208,10,100028,2.0,,Manuel Santana,R,170.0,ESP,29.7,100074,3.0,,Arthur Ashe,R,185.0,USA,24.5,6-1 6-3,3,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9297,Shreveport WCT,Hard,8.0,A,19680208,300,100069,,,Dennis Ralston,R,188.0,USA,25.5,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,31-23 31-25,3,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9297,Shreveport WCT,Hard,8.0,A,19680208,297,100048,,,Earl Butch Buchholz,R,188.0,USA,27.3,100058,,,Roger Taylor,L,183.0,GBR,26.3,31-22,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-9297,Shreveport WCT,Hard,8.0,A,19680208,296,100087,,,John Newcombe,R,183.0,AUS,23.7,100037,,,Nikola Pilic,L,191.0,CRO,28.4,31-28,3,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
