tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,data_type,year
1968-260,Durban 1,Hard,64.0,A,19680114,285,109948,,,Clive Brebnor,R,,RSA,24.9,209425,,,Alfred Schwartz,U,,RSA,,W/O,3,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,284,100033,,,Wilhelm Bungert,R,188.0,GER,28.7,210787,,,Bryan Desatnik,U,,RSA,,6-0 6-1 6-0,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,283,100073,,,Mark Cox,L,185.0,GBR,24.5,202896,,,Rohan Summers,U,178.0,RSA,,6-2 6-1 6-3,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,282,100078,,,Clark Graebner,R,188.0,USA,24.1,108052,,,Rauty Krog,R,,RSA,,6-1 6-1 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,281,100040,,,Bob Hewitt,R,190.0,RSA,28.0,103616,,,Andre Van Der Merwe B,R,,RSA,,6-1 6-2 6-0,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,280,100099,,,Thomaz Koch,L,,BRA,22.6,210788,,,Pete Spiller,U,,RSA,,6-0 6-0 6-0,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,279,109812,,,Jan Leschly,L,,DEN,27.3,109743,,,Paul Hutchins,R,,GBR,22.7,6-4 6-4 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,278,100054,,,Jose Edison Mandarino,R,173.0,BRA,26.8,107078,,,George Rudman,R,,RSA,18.3,6-1 8-6 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,277,100120,,,Robert Maud,R,180.0,RSA,21.4,202715,,,Peter Mors,U,,RSA,25.9,6-4 6-3 8-6,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,276,100067,,,Frew Mcmillan,R,183.0,RSA,25.6,202898,,,Quentin Pretorius,U,,RSA,23.4,3-6 6-3 6-1 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,275,100121,,,Raymond Moore,R,183.0,RSA,21.3,201749,,,Graydon Garner,R,,RSA,22.5,5-7 6-1 7-9 6-0 8-6,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,274,100084,,,Tom Okker,R,178.0,NED,23.8,109824,,,Julian Krinsky,R,,RSA,,6-1 6-2 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,273,100060,,,Marty Riessen,R,185.0,USA,26.1,210770,,,Jannie De Villiers,U,,RSA,,6-0 6-2 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,272,109914,,,Jackie Saul,R,,RSA,,109950,,,Francois Van Der Merwe,R,,RSA,,6-1 6-0 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,271,106867,,,Derek Schroder,R,,RSA,,109800,,,Mathias Werren,R,,SUI,23.6,9-7 7-5 7-9 1-6 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,270,100011,,,Torben Ulrich,L,180.0,DEN,39.2,202909,,,Frank McDonald,U,,RSA,19.9,6-2 6-4 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,269,109948,,,Clive Brebnor,R,,RSA,24.9,209444,,,Jeremie Malan,U,,RSA,,6-1 6-0 9-7,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,268,100033,,,Wilhelm Bungert,R,188.0,GER,28.7,210789,,,Peter Jubber,U,,RSA,,6-0 6-0 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,267,100073,,,Mark Cox,L,185.0,GBR,24.5,100173,,,Andrew Pattison,R,188.0,USA,18.9,6-4 6-1 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,266,210770,,,Jannie De Villiers,U,,RSA,,210790,,,M Blakeway,U,,RSA,,6-1 6-1 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,265,201749,,,Graydon Garner,R,,RSA,22.5,210791,,,N Folker,U,,RSA,,6-3 6-3 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,264,100078,,,Clark Graebner,R,188.0,USA,24.1,210768,,,Terry Rosenberg,U,,RSA,,6-3 6-3 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,263,100040,,,Bob Hewitt,R,190.0,RSA,28.0,100137,,,Hans Jurgen Pohmann,R,178.0,GER,20.6,4-6 6-2 6-3 4-6 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,262,109743,,,Paul Hutchins,R,,GBR,22.7,209567,,,Peter Gray,U,,RSA,19.2,3-6 6-0 6-3 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,261,100099,,,Thomaz Koch,L,,BRA,22.6,112491,,,Colin Zeeman,U,,RSA,25.4,6-2 6-2 3-6 3-6 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,260,109824,,,Julian Krinsky,R,,RSA,,209426,,,Sidney Gordon,U,,RSA,19.8,7-5 7-5 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,259,108052,,,Rauty Krog,R,,RSA,,202946,,,Gordon Birt,U,,RSA,23.5,6-3 6-0 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,258,109812,,,Jan Leschly,L,,DEN,27.3,210792,,,M Cairns,U,,RSA,,6-0 6-0 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,257,100054,,,Jose Edison Mandarino,R,173.0,BRA,26.8,209573,,,B Johnston,U,,RSA,,6-3 6-2 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,256,100120,,,Robert Maud,R,180.0,RSA,21.4,100161,,,Jurgen Fassbender,R,,GER,19.6,5-7 8-6 6-4 3-6 12-10,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,255,202909,,,Frank McDonald,U,,RSA,19.9,209604,,,Colin Diederichs,U,,RSA,,6-8 2-5 RET,3,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,254,100067,,,Frew Mcmillan,R,183.0,RSA,25.6,110049,,,Mel Baleson,U,,RSA,,6-3 8-6 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,253,100121,,,Raymond Moore,R,183.0,RSA,21.3,202674,,,Keith Brebnor,U,,RSA,20.4,6-4 6-3 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,252,202715,,,Peter Mors,U,,RSA,25.9,209597,,,Mervyn Webster,U,,RSA,,6-4 3-6 6-1 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,251,100084,,,Tom Okker,R,178.0,NED,23.8,100152,,,David Lloyd,R,,GBR,20.0,6-3 6-2 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,250,202898,,,Quentin Pretorius,U,,RSA,23.4,209422,,,Colin Rees,U,,RSA,,6-3 6-2 1-6 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,249,100060,,,Marty Riessen,R,185.0,USA,26.1,100171,,,John Yuill,R,,RSA,19.0,6-4 6-2 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,248,107078,,,George Rudman,R,,RSA,18.3,202716,,,Frank Briscoe,U,,RSA,19.7,5-7 5-7 6-4 6-3 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,247,109914,,,Jackie Saul,R,,RSA,,100085,,,Hans Joachim Ploetz,R,,GER,23.8,6-3 4-6 6-2 7-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,246,106867,,,Derek Schroder,R,,RSA,,209423,,,Stan Myerson,U,,RSA,,6-1 6-0 7-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,245,209425,,,Alfred Schwartz,U,,RSA,,210793,,,Reg Trevaskis,U,,RSA,,2-6 6-4 6-3 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,244,210788,,,Pete Spiller,U,,RSA,,210794,,,T Long,U,,RSA,,6-0 6-2 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,243,202896,,,Rohan Summers,U,178.0,RSA,,210795,,,G Roberts,U,,RSA,,6-2 6-2 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,242,100011,,,Torben Ulrich,L,180.0,DEN,39.2,114735,,,Arnold Saul,U,,USA,,6-3 6-3 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,241,109950,,,Francois Van Der Merwe,R,,RSA,,209722,,,Larry Cousins,U,,RSA,,7-5 6-1 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,240,103616,,,Andre Van Der Merwe B,R,,RSA,,209625,,,Paul Spengler,U,,RSA,,6-4 10-8 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,239,109800,,,Mathias Werren,R,,SUI,23.6,210796,,,Neil Dryden,U,,RSA,,6-3 6-3 7-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,299,100033,,,Wilhelm Bungert,R,188.0,GER,28.7,100060,,,Marty Riessen,R,185.0,USA,26.1,4-6 6-3 6-2 6-2,5,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-260,Durban 1,Hard,64.0,A,19680114,298,100120,,,Robert Maud,R,180.0,RSA,21.4,100011,,,Torben Ulrich,L,180.0,DEN,39.2,6-4 7-5 6-3,5,SF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,61,100079,1.0,,Bill Bowrey,R,,AUS,24.0,100064,9.0,,Juan Gisbert,R,,ESP,25.7,7-5 2-6 9-7 6-4,5,F,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,55,100079,1.0,,Bill Bowrey,R,,AUS,24.0,100101,12.0,,Mike Belkin,R,,CAN,22.5,16-14 6-3 6-3,5,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,56,100025,3.0,,Barry Phillips Moore,R,173.0,AUS,30.5,100174,10.0,,Manuel Orantes,L,178.0,ESP,18.9,6-1 4-6 6-3 4-6 6-1,5,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,57,100114,2.0,,Ray Ruffels,R,,AUS,21.8,100203,7.0,,Phil Dent,R,183.0,AUS,17.9,1-6 6-2 6-1 3-6 6-0,5,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,58,100064,9.0,,Juan Gisbert,R,,ESP,25.7,100090,4.0,,Dick Crealy,R,191.0,AUS,23.3,10-8 3-6 6-2 6-3,5,QF,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,47,100079,1.0,,Bill Bowrey,R,,AUS,24.0,100257,,,Ross Case,R,,AUS,16.2,W/O,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,48,100101,12.0,,Mike Belkin,R,,CAN,22.5,100105,5.0,,Allan Stone,R,,AUS,22.2,10-8 1-6 6-3 6-4,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,49,100025,3.0,,Barry Phillips Moore,R,173.0,AUS,30.5,109799,,,Geoff Pollard,R,,AUS,34.0,6-4 6-4 3-6 6-3,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,50,100174,10.0,,Manuel Orantes,L,178.0,ESP,18.9,100013,,,Neale Fraser,L,185.0,AUS,34.2,4-6 4-6 6-3 6-4 6-4,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,51,100114,2.0,,Ray Ruffels,R,,AUS,21.8,109775,,,Robert Wilson,R,,GBR,32.1,6-2 6-2 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,52,100203,7.0,,Phil Dent,R,183.0,AUS,17.9,107383,,,John Fraser,R,,AUS,32.4,17-15 3-6 6-1 6-4,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,53,100090,4.0,,Dick Crealy,R,191.0,AUS,23.3,100110,,,Terry Addison,R,180.0,AUS,22.0,9-7 6-4 5-7 6-1,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,54,100064,9.0,,Juan Gisbert,R,,ESP,25.7,100111,8.0,,Ray Keldie,R,,AUS,22.0,3-6 7-5 6-2 6-3,5,R16,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,31,100079,1.0,,Bill Bowrey,R,,AUS,24.0,110023,,,Richard Coulthard,R,,AUS,,6-4 6-0 8-6,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,32,100257,,,Ross Case,R,,AUS,16.2,109803,,,John Brown,R,,AUS,27.5,4-6 6-8 6-3 7-5 1-0 RET,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,33,100105,5.0,,Allan Stone,R,,AUS,22.2,109966,,,Warren Jacques,R,,AUS,29.8,8-6 4-6 6-2 6-3,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,34,100101,12.0,,Mike Belkin,R,,CAN,22.5,107759,,,Max Pettman,R,,AUS,,6-1 6-3 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,35,100025,3.0,,Barry Phillips Moore,R,173.0,AUS,30.5,108519,,,Will Coghlan,R,,AUS,,6-2 6-4 3-6 5-7 4-2 RET,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,36,109799,,,Geoff Pollard,R,,AUS,34.0,100146,16.0,,Jun Kamiwazumi,R,,JPN,20.3,6-2 6-2 6-1,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,37,100013,,,Neale Fraser,L,185.0,AUS,34.2,100180,,,Bill Lloyd,R,,AUS,18.7,6-4 3-6 8-6 4-6 6-3,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,38,100174,10.0,,Manuel Orantes,L,178.0,ESP,18.9,110034,,,Merv Guse,R,,AUS,,6-2 7-5 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,39,100114,2.0,,Ray Ruffels,R,,AUS,21.8,106853,,,David Smith,R,180.0,USA,,6-3 6-3 3-0 RET,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,40,109775,,,Robert Wilson,R,,GBR,32.1,110039,14.0,,Sutarjo Sugiarto,R,,INA,30.9,6-1 10-8 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,41,100203,7.0,,Phil Dent,R,183.0,AUS,17.9,100053,,,Colin Stubs,R,,AUS,26.8,12-10 4-6 2-6 6-4 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,42,107383,,,John Fraser,R,,AUS,32.4,100106,11.0,,Graham Stilwell,R,173.0,GBR,22.1,6-3 8-6 5-7 4-6 6-2,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,43,100090,4.0,,Dick Crealy,R,191.0,AUS,23.3,100169,,,Ian Fletcher,R,,AUS,19.1,6-4 6-4 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,44,100110,,,Terry Addison,R,180.0,AUS,22.0,100149,,,Toshiro Sakai,R,,JPN,20.1,6-0 6-4 6-3,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,45,100111,8.0,,Ray Keldie,R,,AUS,22.0,202871,,,Barry Geraghty,U,,AUS,,4-6 5-7 6-3 9-7 6-0,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,46,100064,9.0,,Juan Gisbert,R,,ESP,25.7,109804,,,Rod Brent,R,,AUS,,6-4 5-7 6-4 4-6 6-4,5,R32,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,1,110023,,,Richard Coulthard,R,,AUS,,107760,,,Max Senior,R,,AUS,,12-10 7-5 4-6 7-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,2,109803,,,John Brown,R,,AUS,27.5,106964,,,Ernie Mccabe,R,,AUS,,6-3 6-2 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,3,100257,,,Ross Case,R,,AUS,16.2,110024,15.0,,Gondo Widjojo,R,,INA,21.9,6-4 3-6 6-3 7-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,4,100105,5.0,,Allan Stone,R,,AUS,22.2,110025,,,Robert Layton,R,,AUS,,6-4 6-2 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,5,109966,,,Warren Jacques,R,,AUS,29.8,112346,,,Bert Kearney,R,,AUS,36.9,6-4 6-1 7-5,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,6,107759,,,Max Pettman,R,,AUS,,110027,,,Takesji Tsujimoto,R,,JPN,,6-4 6-1 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,7,100101,12.0,,Mike Belkin,R,,CAN,22.5,110028,,,Mick Marchment,R,,AUS,,6-2 3-6 6-4 9-7,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,8,100025,3.0,,Barry Phillips Moore,R,173.0,AUS,30.5,108430,,,Tony Dawson,R,,AUS,,6-3 6-0 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,9,108519,,,Will Coghlan,R,,AUS,,110029,,,Peter Oatey,R,,AUS,,6-0 6-2 9-11 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,10,109799,,,Geoff Pollard,R,,AUS,34.0,110030,,,Christian Janssens,R,,BEL,,6-4 6-2 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,11,100146,16.0,,Jun Kamiwazumi,R,,JPN,20.3,110031,,LL,Brian Connor,R,,AUS,,8-6 6-4 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,12,100180,,,Bill Lloyd,R,,AUS,18.7,110032,,,H Nielson,R,,AUS,,6-2 7-5 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,13,100013,,,Neale Fraser,L,185.0,AUS,34.2,110033,,,Rodney Harvey,R,,AUS,,6-1 6-1 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,14,110034,,,Merv Guse,R,,AUS,,110035,,,J May,R,,AUS,,6-1 6-2 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,15,100174,10.0,,Manuel Orantes,L,178.0,ESP,18.9,110036,,,Laurie Weatherhog,R,,AUS,,6-4 6-0 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,16,100114,2.0,,Ray Ruffels,R,,AUS,21.8,110037,,,Rodney Sellick,R,,AUS,,6-0 6-1 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,17,106853,,,David Smith,R,180.0,USA,,100236,,,John James,R,183.0,AUS,16.8,5-7 7-5 4-6 6-3 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,18,109775,,,Robert Wilson,R,,GBR,32.1,110038,,,Gary Teagle,R,,AUS,,6-0 6-1 8-6,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,19,110039,14.0,,Sutarjo Sugiarto,R,,INA,30.9,110040,,,R Campbell,R,,AUS,,6-1 1-6 6-3 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,20,100203,7.0,,Phil Dent,R,183.0,AUS,17.9,110041,,,Henry Ladyman,R,,AUS,,6-1 6-1 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,21,100053,,,Colin Stubs,R,,AUS,26.8,100178,,,Bob Giltinan,R,,AUS,18.7,8-6 2-6 6-4 4-6 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,22,107383,,,John Fraser,R,,AUS,32.4,110042,,,Neal Higgins,R,,AUS,,11-9 6-4 6-4,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,23,100106,11.0,,Graham Stilwell,R,173.0,GBR,22.1,110043,,,Gavin Hogben,R,,AUS,,6-2 6-3 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,24,100090,4.0,,Dick Crealy,R,191.0,AUS,23.3,110044,,,Owen Worley,R,,AUS,,6-4 6-1 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,25,100169,,,Ian Fletcher,R,,AUS,19.1,100201,,,Syd Ball,R,188.0,AUS,17.9,6-3 6-4 6-2,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,26,100110,,,Terry Addison,R,180.0,AUS,22.0,110045,,,Peter Mockler,R,,IRL,,6-1 6-1 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,27,100149,,,Toshiro Sakai,R,,JPN,20.1,100103,13.0,,Peter Curtis,R,,GBR,22.3,2-6 4-6 6-4 7-5 6-1,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,28,100111,8.0,,Ray Keldie,R,,AUS,22.0,112401,,,John Blizard,R,,AUS,,6-3 6-3 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,29,202871,,,Barry Geraghty,U,,AUS,,106562,,,Tony Hammond,R,,AUS,17.8,6-2 6-3 6-3,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
1968-580,Australian Chps.,Grass,64.0,G,19680119,30,109804,,,Rod Brent,R,,AUS,,110046,,,Gaylard Dunn,R,,AUS,,6-1 6-0 6-0,5,R64,,,,,,,,,,,,,,,,,,,,,,,,ATP,1968
