ATP,Location,Tournament,Date,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,CBW,CBL,EXW,EXL,UBW,UBL,LBW,LBL,SJW,SJL,IWW,IWL,GBW,GBL,SBW,SBL,B&WW,B&WL,Surface_Clay,Surface_Grass,Surface_Hard,Round_2nd Round,Round_3rd Round,Round_4th Round,Round_Quarterfinals,Round_Round Robin,Round_Semifinals,Round_The Final,Court_Outdoor,Series_ATP250,Series_ATP500,Series_Grand Slam,Series_International,Series_International Gold,Series_Masters,Series_Masters 1000,Series_Masters Cup,Player1,Player2,P1Rank,P2Rank,P1Pts,P2Pts,Label,H2H_P1_Wins,H2H_Total,H2H_P1_WinRate,H2H_P1_GamesWonRatio,H2H_P1_SetsWonRatio,P1_Matches_7Days,P2_Matches_7Days,P1_Matches_14Days,P2_Matches_14Days,P1_Games_7Days,P2_Games_7Days,P1_WinLoss_7Days,P2_WinLoss_7Days,P1_GamesWonRatio_7Days,P2_GamesWonRatio_7Days,P1_GamesWonRatio_14Days,P2_GamesWonRatio_14Days,P1_GamesPlayed_7Days,P2_GamesPlayed_14Days,P1_SetsPlayed_7Days,P2_SetsPlayed_7Days,P1_SetsPlayed_14Days,P2_SetsPlayed_14Days,P1_Days_Since_Last,P2_Days_Since_Last,P1_GamesPlayed_14Days,P2_GamesPlayed_7Days,Log_P1Rank,Log_P2Rank
3,Doha,Qatar Open,1/3/00,3,schuettler r.,mirnyi m.,47,74,0,0,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,schuettler r.,mirnyi m.,47,74,0,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,3.871201010907891,4.317488114
3,Doha,Qatar Open,1/3/00,3,caratti c.,heuberger i.,211,219,0,0,7,6,4,6,6,4,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,caratti c.,heuberger i.,211,219,0,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,5.356586274672012,5.393627546352362
3,Doha,Qatar Open,1/3/00,3,berasategui a.,al-alawi s.k.,60,65,0,0,6,3,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,berasategui a.,al-alawi s.k.,60,65,0,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,4.110873864173311,4.189654742026425
3,Doha,Qatar Open,1/3/00,3,bastl g.,novak j.,85,36,0,0,6,4,7,5,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,bastl g.,novak j.,85,36,0,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,4.454347296253507,3.610917912644224
2,Chennai,Gold Flake Open,1/3/00,3,golmard j.,hantschk m.,38,128,0,0,6,3,6,7,6,3,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,hantschk m.,golmard j.,128,38,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,4.859812404361672,3.6635616461296463
2,Chennai,Gold Flake Open,1/3/00,3,hantschk m.,pioline c.,128,14,0,0,6,4,2,6,7,6,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,pioline c.,hantschk m.,14,128,0,0,0,0,0,0.5,0.5,0.5,0,1,0,1,0,31,0.5,0,0.5,0.4193548387096774,0.5,0.4193548387096774,0,31,0,3,0,3,100,100,0,31,2.708050201,4.859812404361672
2,Chennai,Gold Flake Open,1/3/00,3,golmard j.,damm m.,38,104,0,0,3,6,6,3,6,3,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,damm m.,golmard j.,104,38,0,0,0,0,0,0.5,0.5,0.5,0,1,0,1,0,31,0.5,1,0.5,0.5806451612903226,0.5,0.5806451612903226,0,31,0,3,0,3,100,100,0,31,4.653960350157523,3.6635616461296463
2,Chennai,Gold Flake Open,1/3/00,3,pioline c.,sanguinetti d.,14,121,0,0,3,6,6,4,7,6,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,sanguinetti d.,pioline c.,121,14,0,0,0,0,0,0.5,0.5,0.5,0,1,0,1,0,31,0.5,0,0.5,0.5161290322580645,0.5,0.5161290322580645,0,31,0,3,0,3,100,100,0,31,4.804021044733257,2.708050201
2,Chennai,Gold Flake Open,1/3/00,3,golmard j.,delgado j.,38,162,0,0,6,3,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,delgado j.,golmard j.,162,38,0,0,0,0,0,0.5,0.5,0.5,0,2,0,2,0,58,0.5,1,0.5,0.5689655172413793,0.5,0.5689655172413793,0,58,0,6,0,6,100,100,0,58,5.093750200806762,3.6635616461296463
2,Chennai,Gold Flake Open,1/3/00,3,damm m.,manta l.,104,117,0,0,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,damm m.,manta l.,104,117,0,0,1,0,0,0.5,0.5,0.5,1,0,1,0,27,0,0,0.5,0.4444444444444444,0.5,0.4444444444444444,0.5,27,0,3,0,3,0,100,100,27,0,4.653960350157523,4.770684624465665
2,Chennai,Gold Flake Open,1/3/00,3,sanguinetti d.,vinciguerra a.,121,99,0,0,2,6,7,5,6,3,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,vinciguerra a.,sanguinetti d.,99,121,0,0,0,0,0,0.5,0.5,0.5,0,1,0,1,0,32,0.5,0,0.5,0.5,0.5,0.5,0,32,0,3,0,3,100,100,0,32,4.605170185988092,4.804021044733257
2,Chennai,Gold Flake Open,1/3/00,3,pioline c.,paes l.,14,145,0,0,6,3,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,pioline c.,paes l.,14,145,0,0,1,0,0,0.5,0.5,0.5,2,0,2,0,63,0,0.5,0.5,0.5079365079365079,0.5,0.5079365079365079,0.5,63,0,6,0,6,0,100,100,63,0,2.708050201,4.983606621708336
2,Chennai,Gold Flake Open,1/3/00,3,manta l.,tabara m.,117,125,0,0,6,4,6,3,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,manta l.,tabara m.,117,125,0,0,1,0,0,0.5,0.5,0.5,1,0,1,0,20,0,0,0.5,0.4,0.5,0.4,0.5,20,0,2,0,2,0,100,100,20,0,4.770684624465665,4.836281906951478
2,Chennai,Gold Flake Open,1/3/00,3,ketola t.,vanek j.,163,160,0,0,4,6,6,4,6,4,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,vanek j.,ketola t.,160,163,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,5.081404364984463,5.099866427824199
2,Chennai,Gold Flake Open,1/3/00,3,hantschk m.,behrend t.,128,116,0,0,6,3,4,6,6,3,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,behrend t.,hantschk m.,116,128,0,0,0,0,0,0.5,0.5,0.5,0,2,0,2,0,62,0.5,0.5,0.5,0.4516129032258064,0.5,0.4516129032258064,0,62,0,6,0,6,100,100,0,62,4.762173934797756,4.859812404361672
2,Chennai,Gold Flake Open,1/3/00,3,golmard j.,jonsson f.,38,127,0,0,6,2,6,3,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,jonsson f.,golmard j.,127,38,0,0,0,0,0,0.5,0.5,0.5,0,3,0,3,0,77,0.5,1,0.5,0.5844155844155844,0.5,0.5844155844155844,0,77,0,8,0,8,100,100,0,77,4.852030263919617,3.6635616461296463
2,Chennai,Gold Flake Open,1/3/00,3,delgado j.,stanoytchev o.,162,111,0,0,4,6,6,2,6,3,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,stanoytchev o.,delgado j.,111,162,0,0,0,0,0,0.5,0.5,0.5,0,1,0,1,0,19,0.5,0,0.5,0.3684210526315789,0.5,0.3684210526315789,0,19,0,2,0,2,100,100,0,19,4.718498871295094,5.093750200806762
2,Chennai,Gold Flake Open,1/3/00,3,damm m.,agenor r.,104,94,0,0,4,6,6,2,6,1,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,damm m.,agenor r.,104,94,0,0,1,0,0,0.5,0.5,0.5,2,0,2,0,47,0,0.5,0.5,0.5106382978723404,0.5,0.5106382978723404,0.5,47,0,5,0,5,0,100,100,47,0,4.653960350157523,4.553876891600541
2,Chennai,Gold Flake Open,1/3/00,3,vinciguerra a.,lopez-moron a.,99,113,0,0,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,lopez-moron a.,vinciguerra a.,113,99,0,0,0,0,0,0.5,0.5,0.5,0,1,0,1,0,29,0.5,0,0.5,0.4827586206896552,0.5,0.4827586206896552,0,29,0,3,0,3,100,100,0,29,4.736198448394496,4.605170185988092
2,Chennai,Gold Flake Open,1/3/00,3,vanek j.,ishii y.,160,238,0,0,6,3,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ishii y.,vanek j.,238,160,0,0,0,0,0,0.5,0.5,0.5,0,1,0,1,0,30,0.5,0,0.5,0.4666666666666667,0.5,0.4666666666666667,0,30,0,3,0,3,100,100,0,30,5.476463551931511,5.081404364984463
3,Doha,Qatar Open,1/3/00,3,cherkasov a.,arazi h.,206,35,0,0,6,2,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cherkasov a.,arazi h.,206,35,0,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,5.332718793265369,3.583518938
3,Doha,Qatar Open,1/3/00,3,el aynaoui y.,dupuis a.,33,78,0,0,4,6,6,3,6,2,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,el aynaoui y.,dupuis a.,33,78,0,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,3.5263605246161616,4.3694478524670215
3,Doha,Qatar Open,1/3/00,3,gaudio g.,luxa p.,73,174,0,0,4,6,6,0,6,2,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,gaudio g.,luxa p.,73,174,0,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,4.304065093,5.1647859739235145
3,Doha,Qatar Open,1/3/00,3,kiefer n.,tarango j.,6,59,0,0,7,6,7,6,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kiefer n.,tarango j.,6,59,0,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,1.9459101490553132,4.094344562
3,Doha,Qatar Open,1/3/00,3,schuettler r.,el aynaoui y.,47,33,0,0,6,7,6,4,6,4,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,schuettler r.,el aynaoui y.,47,33,0,0,1,0,0,0.5,0.5,0.5,1,1,1,1,17,27,1,1,0.7058823529411765,0.5925925925925926,0.7058823529411765,0.5925925925925926,17,27,2,3,2,3,100,100,17,27,3.871201010907891,3.5263605246161616
3,Doha,Qatar Open,1/3/00,3,santoro f.,kiefer n.,32,6,0,0,7,5,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,kiefer n.,santoro f.,6,32,0,0,0,0,0,0.5,0.5,0.5,1,0,1,0,26,0,1,0.5,0.5384615384615384,0.5,0.5384615384615384,0.5,26,0,2,0,2,0,100,100,26,0,1.9459101490553132,3.496507561
3,Doha,Qatar Open,1/3/00,3,santoro f.,bastl g.,32,85,0,0,6,2,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,bastl g.,santoro f.,85,32,0,0,0,0,0,0.5,0.5,0.5,1,1,1,1,22,22,1,1,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.5909090909090909,22,22,2,2,2,2,100,100,22,22,4.454347296253507,3.496507561
3,Doha,Qatar Open,1/3/00,3,kiefer n.,schalken s.,6,44,0,0,6,1,6,0,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,schalken s.,kiefer n.,44,6,0,0,0,0,0,0.5,0.5,0.5,0,2,0,2,0,48,0.5,0.5,0.5,0.4791666666666667,0.5,0.4791666666666667,0,48,0,4,0,4,100,100,0,48,3.80666249,1.9459101490553132
3,Doha,Qatar Open,1/3/00,3,el aynaoui y.,tillstrom m.,33,83,0,0,7,5,6,3,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,el aynaoui y.,tillstrom m.,33,83,0,0,1,0,0,0.5,0.5,0.5,2,0,2,0,60,0,0.5,0.5,0.5166666666666667,0.5,0.5166666666666667,0.5,60,0,6,0,6,0,100,100,60,0,3.5263605246161616,4.430816798843313
3,Doha,Qatar Open,1/3/00,3,tillstrom m.,cherkasov a.,83,206,0,0,7,6,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,cherkasov a.,tillstrom m.,206,83,0,0,0,0,0,0.5,0.5,0.5,1,1,1,1,18,21,1,0,0.6666666666666666,0.3809523809523809,0.6666666666666666,0.3809523809523809,18,21,2,2,2,2,100,100,18,21,5.332718793265369,4.430816798843313
3,Doha,Qatar Open,1/3/00,3,schuettler r.,vacek d.,47,39,0,0,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,schuettler r.,vacek d.,47,39,0,0,1,0,0,0.5,0.5,0.5,2,0,2,0,50,0,1,0.5,0.6,0.5,0.6,0.5,50,0,5,0,5,0,100,100,50,0,3.871201010907891,3.688879454113936
3,Doha,Qatar Open,1/3/00,3,schalken s.,squillari f.,44,49,0,0,4,6,6,1,6,1,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,schalken s.,squillari f.,44,49,0,0,1,0,0,0.5,0.5,0.5,1,0,1,0,13,0,0,0.5,0.076923077,0.5,0.076923077,0.5,13,0,2,0,2,0,100,100,13,0,3.80666249,3.912023005428146
3,Doha,Qatar Open,1/3/00,3,santoro f.,van lottum j.,32,69,0,0,7,6,6,1,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,santoro f.,van lottum j.,32,69,0,0,1,0,0,0.5,0.5,0.5,2,0,2,0,40,0,1,0.5,0.625,0.5,0.625,0.5,40,0,4,0,4,0,100,100,40,0,3.496507561,4.248495242049359
2,Chennai,Gold Flake Open,1/3/00,3,tabara m.,kafelnikov y.,125,2,0,0,6,4,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,tabara m.,kafelnikov y.,125,2,0,0,1,0,0,0.5,0.5,0.5,1,0,1,0,19,0,0,0.5,0.3684210526315789,0.5,0.3684210526315789,0.5,19,0,2,0,2,0,100,100,19,0,4.836281906951478,1.0986122886681098
3,Doha,Qatar Open,1/3/00,3,mirnyi m.,marin j.a.,74,71,0,0,6,0,6,1,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,mirnyi m.,marin j.a.,74,71,0,0,1,0,0,0.5,0.5,0.5,1,0,1,0,17,0,0,0.5,0.2941176470588235,0.5,0.2941176470588235,0.5,17,0,2,0,2,0,100,100,17,0,4.317488114,4.276666119016055
3,Doha,Qatar Open,1/3/00,3,el aynaoui y.,gaudio g.,33,73,0,0,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,gaudio g.,el aynaoui y.,73,33,0,0,0,0,0,0.5,0.5,0.5,1,3,1,3,24,81,1,0.6666666666666666,0.6666666666666666,0.5432098765432098,0.6666666666666666,0.5432098765432098,24,81,3,8,3,8,100,100,24,81,4.304065093,3.5263605246161616
3,Doha,Qatar Open,1/3/00,3,bastl g.,berasategui a.,85,60,0,0,6,3,6,1,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,bastl g.,berasategui a.,85,60,0,0,1,0,0,0.5,0.5,0.5,2,1,2,1,40,19,0.5,1,0.475,0.631578947,0.475,0.631578947,40,19,4,2,4,2,100,100,40,19,4.454347296253507,4.110873864173311
3,Doha,Qatar Open,1/3/00,3,vacek d.,vicente f.,39,50,0,0,0,6,6,3,6,4,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,vicente f.,vacek d.,50,39,0,0,0,0,0,0.5,0.5,0.5,0,1,0,1,0,17,0.5,0,0.5,0.2941176470588235,0.5,0.2941176470588235,0,17,0,2,0,2,100,100,0,17,3.9318256327243257,3.688879454113936
3,Doha,Qatar Open,1/3/00,3,tillstrom m.,ivanisevic g.,83,62,0,0,7,6,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ivanisevic g.,tillstrom m.,62,83,0,0,0,0,0,0.5,0.5,0.5,0,2,0,2,0,44,0.5,0.5,0.5,0.4772727272727273,0.5,0.4772727272727273,0,44,0,4,0,4,100,100,0,44,4.143134726391533,4.430816798843313
3,Doha,Qatar Open,1/3/00,3,squillari f.,siemerink j.,49,93,0,0,6,2,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,siemerink j.,squillari f.,93,49,0,0,0,0,0,0.5,0.5,0.5,0,1,0,1,0,24,0.5,0,0.5,0.3333333333333333,0.5,0.3333333333333333,0,24,0,3,0,3,100,100,0,24,4.543294782270004,3.912023005428146
3,Doha,Qatar Open,1/3/00,3,schuettler r.,sanchez j.,47,285,0,0,6,2,7,6,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,schuettler r.,sanchez j.,47,285,0,0,1,0,0,0.5,0.5,0.5,3,0,3,0,67,0,1,0.5,0.6268656716417911,0.5,0.6268656716417911,0.5,67,0,7,0,7,0,100,100,67,0,3.871201010907891,5.655991810819852
3,Doha,Qatar Open,1/3/00,3,schalken s.,diaz j.,44,86,0,0,7,5,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,diaz j.,schalken s.,86,44,0,0,0,0,0,0.5,0.5,0.5,0,2,0,2,0,37,0.5,0.5,0.5,0.4594594594594595,0.5,0.4594594594594595,0,37,0,5,0,5,100,100,0,37,4.465908118654584,3.80666249
3,Doha,Qatar Open,1/3/00,3,santoro f.,burgsmuller l.,32,138,0,0,6,4,6,1,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,santoro f.,burgsmuller l.,32,138,0,0,1,0,0,0.5,0.5,0.5,3,0,3,0,60,0,1,0.5,0.6333333333333333,0.5,0.6333333333333333,0.5,60,0,6,0,6,0,100,100,60,0,3.496507561,4.9344739331306915
