ATP,Location,Tournament,Date,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,CBW,CBL,EXW,EXL,UBW,UBL,LBW,LBL,SJW,SJL,IWW,IWL,GBW,GBL,SBW,SBL,B&WW,B&WL,Surface_Clay,Surface_Grass,Surface_Hard,Round_2nd Round,Round_3rd Round,Round_4th Round,Round_Quarterfinals,Round_Round Robin,Round_Semifinals,Round_The Final,Court_Outdoor,Series_ATP250,Series_ATP500,Series_Grand Slam,Series_International,Series_International Gold,Series_Masters,Series_Masters 1000,Series_Masters Cup,Player1,Player2,P1Rank,P2Rank,P1Pts,P2Pts,Label,H2H_P1_Wins,H2H_Total,H2H_P1_WinRate,H2H_P1_GamesWonRatio,H2H_P1_SetsWonRatio,P1_Matches_7Days,P2_Matches_7Days,P1_Matches_14Days,P2_Matches_14Days,P1_Games_7Days,P2_Games_7Days,P1_WinLoss_7Days,P2_WinLoss_7Days,P1_GamesWonRatio_7Days,P2_GamesWonRatio_7Days,P1_GamesWonRatio_14Days,P2_GamesWonRatio_14Days,P1_GamesPlayed_7Days,P2_GamesPlayed_14Days,P1_SetsPlayed_7Days,P2_SetsPlayed_7Days,P1_SetsPlayed_14Days,P2_SetsPlayed_14Days,P1_Days_Since_Last,P2_Days_Since_Last,P1_GamesPlayed_14Days,P2_GamesPlayed_7Days,Log_P1Rank,Log_P2Rank
5,Sydney,Sydney International,1/10/00,3,corretja a.,arazi h.,28,42,0,0,3,6,6,3,7,6,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,corretja a.,arazi h.,28,42,0,0,1,0,0,0.5,0.5,0.5,3,2,3,2,70,37,0.6666666666666666,0.5,0.5142857142857142,0.4864864864864865,0.5142857142857142,0.4864864864864865,70,37,7,4,7,4,100,7,70,37,3.367295829986474,3.7612001156935624
4,Auckland,Heineken Open,1/10/00,3,norman m.,chang m.,14,50,0,0,3,6,6,3,7,5,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,chang m.,norman m.,50,14,0,0,0,0,0,0.5,0.5,0.5,0,4,0,4,0,86,0.5,0.75,0.5,0.5465116279069767,0.5,0.5465116279069767,0,86,0,9,0,9,100,7,0,86,3.9318256327243257,2.708050201
4,Auckland,Heineken Open,1/10/00,3,schalken s.,ivanisevic g.,37,68,0,0,6,1,4,6,6,4,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ivanisevic g.,schalken s.,68,37,0,0,0,0,0,0.5,0.5,0.5,1,3,1,3,23,59,0,0.6666666666666666,0.4347826086956521,0.5084745762711864,0.4347826086956521,0.5084745762711864,23,59,2,7,2,7,7,7,23,59,4.234106505,3.6375861597263857
4,Auckland,Heineken Open,1/10/00,3,chang m.,balcells j.,50,211,0,0,6,3,3,6,6,2,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,chang m.,balcells j.,50,211,0,0,1,0,0,0.5,0.5,0.5,1,1,1,1,30,23,0,0,0.4666666666666667,0.4347826086956521,0.4666666666666667,0.4347826086956521,30,23,3,2,3,2,100,7,30,23,3.9318256327243257,5.356586274672012
4,Auckland,Heineken Open,1/10/00,3,norman m.,gaudio g.,14,72,0,0,6,4,7,5,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,gaudio g.,norman m.,72,14,0,0,0,0,0,0.5,0.5,0.5,2,5,2,5,44,116,0.5,0.8,0.5454545454545454,0.5431034482758621,0.5454545454545454,0.5431034482758621,44,116,5,12,5,12,7,7,44,116,4.290459441148391,2.708050201
4,Auckland,Heineken Open,1/10/00,3,balcells j.,squillari f.,211,49,0,0,7,5,7,5,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,balcells j.,squillari f.,211,49,0,0,1,0,0,0.5,0.5,0.5,2,2,2,2,49,42,0,0.5,0.4285714285714285,0.4761904761904761,0.4285714285714285,0.4761904761904761,49,42,5,5,5,5,7,7,49,42,5.356586274672012,3.912023005428146
4,Auckland,Heineken Open,1/10/00,3,behrend t.,hantschk m.,115,95,0,0,6,2,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,hantschk m.,behrend t.,95,115,0,0,0,1,1,1,0.5714285714285714,0.6666666666666666,5,2,5,2,144,55,0.8,0.5,0.5208333333333334,0.509090909,0.5208333333333334,0.509090909,144,55,14,6,14,6,7,7,144,55,4.564348191467836,4.7535901911063645
4,Auckland,Heineken Open,1/10/00,3,chang m.,black b.,50,70,0,0,7,5,4,6,7,6,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,chang m.,black b.,50,70,0,0,1,0,0,0.5,0.5,0.5,2,1,2,1,56,21,0.5,0,0.5178571428571429,0.3809523809523809,0.5178571428571429,0.3809523809523809,56,21,6,2,6,2,100,7,56,21,3.9318256327243257,4.2626798770413155
4,Auckland,Heineken Open,1/10/00,3,ferrero j.c.,federer r.,45,61,0,0,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,federer r.,ferrero j.c.,61,45,0,0,0,0,0,0.5,0.5,0.5,2,0,2,0,40,0,0.5,0.5,0.55,0.5,0.55,0.5,40,0,4,0,4,0,7,100,40,0,4.127134385045092,3.828641396489095
4,Auckland,Heineken Open,1/10/00,3,gambill j.m.,fromberg r.,57,80,0,0,4,6,6,3,6,4,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,fromberg r.,gambill j.m.,80,57,0,0,0,0,0,0.5,0.5,0.5,2,2,2,2,57,62,0.5,0.5,0.4736842105263157,0.4838709677419355,0.4736842105263157,0.4838709677419355,57,62,5,6,5,6,7,7,57,62,4.394449154672439,4.060443010546419
4,Auckland,Heineken Open,1/10/00,3,gaudio g.,sargsian s.,72,52,0,0,7,5,4,6,7,5,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,sargsian s.,gaudio g.,52,72,0,0,0,0,0,0.5,0.5,0.5,0,3,0,3,0,66,0.5,0.3333333333333333,0.5,0.5,0.5,0.5,0,66,0,7,0,7,100,7,0,66,3.970291913552122,4.290459441148391
4,Auckland,Heineken Open,1/10/00,3,gustafsson m.,nielsen m.,60,246,0,0,6,4,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,nielsen m.,gustafsson m.,246,60,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,5.5093883366279774,4.110873864173311
4,Auckland,Heineken Open,1/10/00,3,johansson t.,weiner g.,43,334,0,0,7,6,6,1,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,weiner g.,johansson t.,334,43,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,5.814130531825066,3.784189633918261
4,Auckland,Heineken Open,1/10/00,3,martin a.,berasategui a.,48,59,0,0,6,3,6,1,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,berasategui a.,martin a.,59,48,0,0,0,0,0,0.5,0.5,0.5,2,3,2,3,35,61,0.5,0.6666666666666666,0.4571428571428571,0.5409836065573771,0.4571428571428571,0.5409836065573771,35,61,4,6,4,6,7,7,35,61,4.094344562,3.8918202981106265
4,Auckland,Heineken Open,1/10/00,3,norman m.,costa f.,14,149,0,0,7,5,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,norman m.,costa f.,14,149,0,0,1,0,0,0.5,0.5,0.5,6,0,6,0,138,0,0.8333333333333334,0.5,0.5507246376811594,0.5,0.5507246376811594,0.5,138,0,14,0,14,0,7,100,138,0,2.708050201,5.0106352940962555
4,Auckland,Heineken Open,1/10/00,3,novak j.,bjorkman j.,38,76,0,0,7,5,6,4,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,novak j.,bjorkman j.,38,76,0,0,1,0,0,0.5,0.5,0.5,1,0,1,0,22,0,0,0.5,0.4090909090909091,0.5,0.4090909090909091,0.5,22,0,2,0,2,0,7,100,22,0,3.6635616461296463,4.343805421853684
4,Auckland,Heineken Open,1/10/00,3,rosset m.,vicente f.,46,53,0,0,6,4,6,3,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,rosset m.,vicente f.,46,53,0,0,1,0,0,0.5,0.5,0.5,0,1,0,1,0,25,0.5,0,0.5,0.52,0.5,0.52,0,25,0,3,0,3,100,7,0,25,3.8501476017100584,3.9889840465642745
4,Auckland,Heineken Open,1/10/00,3,haas t.,tarango j.,11,63,0,0,7,5,4,6,7,5,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,haas t.,tarango j.,11,63,0,0,1,0,0,0.5,0.5,0.5,0,1,0,1,0,26,0.5,0,0.5,0.4615384615384615,0.5,0.4615384615384615,0,26,0,2,0,2,100,7,0,26,2.4849066497880004,4.1588830833596715
4,Auckland,Heineken Open,1/10/00,3,sell m.,escude n.,167,34,0,0,0,6,7,6,6,1,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,sell m.,escude n.,167,34,0,0,1,0,0,0.5,0.5,0.5,0,4,0,4,0,99,0.5,0.75,0.5,0.5555555555555556,0.5,0.5555555555555556,0,99,0,10,0,10,100,7,0,99,5.123963979403259,3.5553480614894135
4,Auckland,Heineken Open,1/10/00,3,gaudio g.,schalken s.,72,37,0,0,6,1,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,gaudio g.,schalken s.,72,37,0,0,1,0,0,0.5,0.5,0.5,4,4,4,4,100,86,0.5,0.75,0.51,0.5348837209302325,0.51,0.5348837209302325,100,86,10,10,10,10,7,7,100,86,4.290459441148391,3.6375861597263857
4,Auckland,Heineken Open,1/10/00,3,balcells j.,ferrero j.c.,211,45,0,0,4,6,6,3,6,1,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,balcells j.,ferrero j.c.,211,45,0,0,1,0,0,0.5,0.5,0.5,3,1,3,1,73,20,0.3333333333333333,1,0.4794520547945205,0.6,0.4794520547945205,0.6,73,20,7,2,7,2,7,100,73,20,5.356586274672012,3.828641396489095
4,Auckland,Heineken Open,1/10/00,3,schalken s.,behrend t.,37,115,0,0,6,4,6,1,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,behrend t.,schalken s.,115,37,0,0,0,0,0,0.5,0.5,0.5,3,5,3,5,71,101,0.6666666666666666,0.6,0.5633802816901409,0.4851485148514851,0.5633802816901409,0.4851485148514851,71,101,8,12,8,12,7,7,71,101,4.7535901911063645,3.6375861597263857
4,Auckland,Heineken Open,1/10/00,3,rosset m.,van lottum j.,46,66,0,0,6,3,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,rosset m.,van lottum j.,46,66,0,0,1,0,0,0.5,0.5,0.5,1,1,1,1,19,20,1,0,0.631578947,0.35,0.631578947,0.35,19,20,2,2,2,2,100,7,19,20,3.8501476017100584,4.204692619390966
4,Auckland,Heineken Open,1/10/00,3,norman m.,gambill j.m.,14,57,0,0,6,3,6,3,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,gambill j.m.,norman m.,57,14,0,0,0,0,0,0.5,0.5,0.5,3,7,3,7,91,160,0.6666666666666666,0.8571428571428571,0.5054945054945055,0.55625,0.5054945054945055,0.55625,91,160,9,16,9,16,7,7,91,160,4.060443010546419,2.708050201
4,Auckland,Heineken Open,1/10/00,3,gustafsson m.,johansson t.,60,43,0,0,6,2,6,3,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,gustafsson m.,johansson t.,60,43,0,0,1,0,0,0.5,0.5,0.5,1,1,1,1,20,20,1,1,0.6,0.65,0.6,0.65,20,20,2,2,2,2,100,100,20,20,4.110873864173311,3.784189633918261
4,Auckland,Heineken Open,1/10/00,3,norman m.,rosset m.,14,46,0,0,6,2,6,2,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,rosset m.,norman m.,46,14,0,0,0,0,0,0.5,0.5,0.5,2,8,2,8,36,178,1,0.875,0.6666666666666666,0.5674157303370787,0.6666666666666666,0.5674157303370787,36,178,4,18,4,18,100,7,36,178,3.8501476017100584,2.708050201
4,Auckland,Heineken Open,1/10/00,3,ferrero j.c.,martin a.,45,48,0,0,6,7,6,2,6,4,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,martin a.,ferrero j.c.,48,45,0,0,0,0,0,0.5,0.5,0.5,4,2,4,2,77,46,0.75,0.5,0.5844155844155844,0.4782608695652174,0.5844155844155844,0.4782608695652174,77,46,8,5,8,5,7,100,77,46,3.8918202981106265,3.828641396489095
4,Auckland,Heineken Open,1/10/00,3,chang m.,sell m.,50,167,0,0,4,6,6,4,7,6,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,sell m.,chang m.,167,50,0,0,0,0,0,0.5,0.5,0.5,1,3,1,3,26,91,1,0.6666666666666666,0.5,0.5164835164835165,0.5,0.5164835164835165,26,91,3,9,3,9,100,100,26,91,5.123963979403259,3.9318256327243257
4,Auckland,Heineken Open,1/10/00,3,balcells j.,haas t.,211,11,0,0,6,4,7,5,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,haas t.,balcells j.,11,211,0,0,0,0,0,0.5,0.5,0.5,1,4,1,4,34,99,1,0.5,0.5294117647058824,0.5151515151515151,0.5294117647058824,0.5151515151515151,34,99,3,10,3,10,100,7,34,99,2.4849066497880004,5.356586274672012
4,Auckland,Heineken Open,1/10/00,3,van lottum j.,woodruff c.,66,56,0,0,6,1,6,3,,,,,,,2,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,woodruff c.,van lottum j.,56,66,0,0,0,0,0,0.5,0.5,0.5,0,2,0,2,0,37,0.5,0,0.5,0.3243243243243243,0.5,0.3243243243243243,0,37,0,4,0,4,100,7,0,37,4.043051268,4.204692619390966
4,Auckland,Heineken Open,1/10/00,3,gaudio g.,novak j.,72,38,0,0,6,4,6,7,7,6,,,,,2,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,gaudio g.,novak j.,72,38,0,0,1,0,0,0.5,0.5,0.5,5,2,5,2,115,44,0.6,0.5,0.5478260869565217,0.5,0.5478260869565217,0.5,115,44,12,4,12,4,7,7,115,44,4.290459441148391,3.6635616461296463
6,Melbourne,Australian Open,1/17/00,5,ilie a.,novak j.,46,37,0,0,6,3,7,6,6,7,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ilie a.,novak j.,46,37,0,0,1,0,0,0.5,0.5,0.5,2,2,3,3,53,58,0.5,0.5,0.4528301886792453,0.5172413793103449,0.3970588235294117,0.4875,53,80,5,5,7,7,7,7,68,58,3.8501476017100584,3.6375861597263857
6,Melbourne,Australian Open,1/17/00,5,kafelnikov y.,vacek d.,2,44,0,0,6,3,6,0,6,1,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,vacek d.,kafelnikov y.,44,2,0,0,0,0,0,0.5,0.5,0.5,2,0,4,1,43,0,0.5,0.5,0.4651162790697674,0.5,0.4352941176470588,0.3333333333333333,43,18,4,0,9,2,7,14,85,0,3.80666249,1.0986122886681098
6,Melbourne,Australian Open,1/17/00,5,kiefer n.,behrend t.,4,106,0,0,7,6,6,0,6,2,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,kiefer n.,behrend t.,4,106,0,0,1,0,0,0.5,0.5,0.5,0,2,4,4,0,33,0.5,0.5,0.5,0.5151515151515151,0.6266666666666667,0.5113636363636364,0,88,0,4,8,10,14,7,75,33,1.6094379124341005,4.672828834461906
6,Melbourne,Australian Open,1/17/00,5,koubek s.,stafford g.,43,472,0,0,5,7,7,5,2,6,6,2,6,3,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,koubek s.,stafford g.,43,472,0,0,1,0,0,0.5,0.5,0.5,2,0,2,0,46,0,0.5,0.5,0.5,0.5,0.5,0.5,46,0,5,0,5,0,7,100,46,0,3.784189633918261,6.159095388491933
6,Melbourne,Australian Open,1/17/00,5,mirnyi m.,dupuis a.,67,98,0,0,6,7,7,6,7,6,7,6,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,mirnyi m.,dupuis a.,67,98,0,0,1,0,0,0.5,0.5,0.5,0,0,3,1,0,0,0.5,0.5,0.5,0.5,0.6,0.4074074074074074,0,27,0,0,6,3,14,14,50,0,4.219507705176107,4.59511985
6,Melbourne,Australian Open,1/17/00,5,philippoussis m.,sluiter r.,19,166,0,0,6,1,2,6,7,6,6,1,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,philippoussis m.,sluiter r.,19,166,0,0,1,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,100,100,0,0,2.995732273553991,5.117993812416755
6,Melbourne,Australian Open,1/17/00,5,squillari f.,woodforde m.,48,126,0,0,6,4,7,6,3,6,6,4,,,3,1,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,squillari f.,woodforde m.,48,126,0,0,1,0,0,0.5,0.5,0.5,1,1,3,2,24,18,0,0,0.4166666666666667,0.3333333333333333,0.4545454545454545,0.3809523809523809,24,42,2,2,7,5,7,7,66,18,3.8918202981106265,4.844187086458591
6,Melbourne,Australian Open,1/17/00,5,sampras p.,tillstrom m.,3,79,0,0,6,3,7,6,6,1,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,sampras p.,tillstrom m.,3,79,0,0,1,0,0,0.5,0.5,0.5,0,0,0,3,0,0,0.5,0.5,0.5,0.5,0.5,0.5074626865671642,0,67,0,0,0,6,100,14,0,0,1.3862943611198906,4.382026634673881
6,Melbourne,Australian Open,1/17/00,5,vicente f.,martin t.,55,9,0,0,6,4,2,6,3,6,6,3,7,5,3,2,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,vicente f.,martin t.,55,9,0,0,1,0,0,0.5,0.5,0.5,1,2,2,2,19,52,0,0.5,0.3684210526315789,0.5384615384615384,0.4545454545454545,0.5384615384615384,19,52,2,5,5,5,7,7,44,52,4.025351691,2.302585092994046
6,Melbourne,Australian Open,1/17/00,5,vinciguerra a.,paes l.,99,137,0,0,7,6,6,4,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,paes l.,vinciguerra a.,137,99,0,0,0,0,0,0.5,0.5,0.5,0,0,2,2,0,0,0.5,0.5,0.5,0.5,0.4761904761904761,0.5531914893617021,0,47,0,0,4,5,14,14,42,0,4.927253685157205,4.605170185988092
6,Melbourne,Australian Open,1/17/00,5,voinea a.,portas a.,95,91,0,0,6,2,6,1,6,3,,,,,3,0,Completed,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,voinea a.,portas a.,95,91,0,0,1,0,0,0.5,0.5,0.5,3,0,4,0,71,0,0.6666666666666666,0.5,0.5070422535211268,0.5,0.4893617021276595,0.5,71,0,7,0,9,0,7,100,94,0,4.564348191467836,4.5217885770490405
