timestamp,scrape_time_utc,source,event,tourney_level,tourney_name,bucket_index,match_index,player1_raw,player2_raw,player1_normalized,player2_normalized,match_time,match_time_raw,is_live,player1_odds_american,player2_odds_american,player1_odds_decimal,player2_odds_decimal,player1_implied_prob,player2_implied_prob,spread_handicap,spread_odds_p1,spread_odds_p2,total_games,total_odds_over,total_odds_under,has_win,has_spread,has_total,is_bettable_row,row_key
2026-07-24 09:56:26,2026-07-24 09:56:26,bovada,ATP - Kitzbuhel (2),ATP,Kitzbuhel,1,1,Yannick Hanfmann,Quentin Halys,yannick hanfmann,quentin halys,7/24/26 6:30 AM,7/24/26 6:30 AM,False,-145,+120,1.6896551724137931,2.2,0.5918367346938775,0.45454545454545453,-1.0,(-120),(-110),25.5,(-120),(-110),True,True,True,True,ATP - Kitzbuhel (2)|quentin halys|yannick hanfmann|7/24/26 6:30 AM|-145|+120
2026-07-24 09:56:26,2026-07-24 09:56:26,bovada,ATP - Kitzbuhel (2),ATP,Kitzbuhel,1,2,Alexander Bublik,Tomas Martin Etcheverry,alexander bublik,tomas martin etcheverry,7/24/26 8:00 AM,7/24/26 8:00 AM,False,-185,+155,1.5405405405405406,2.55,0.6491228070175439,0.3921568627450981,-2.5,(-110),(-120),24.5,(-105),(-125),True,True,True,True,ATP - Kitzbuhel (2)|alexander bublik|tomas martin etcheverry|7/24/26 8:00 AM|-185|+155
2026-07-24 09:56:27,2026-07-24 09:56:27,bovada,ATP - Estoril (4),ATP,Estoril,2,1,Tiago Torres,Hugo Gaston,tiago torres,hugo gaston,7/24/26 7:00 AM,7/24/26 7:00 AM,False,+210,-260,3.1,1.3846153846153846,0.3225806451612903,0.7222222222222222,+4.0,(-125),(-105),21.5,(-115),(-115),True,True,True,True,ATP - Estoril (4)|hugo gaston|tiago torres|7/24/26 7:00 AM|+210|-260
2026-07-24 09:56:28,2026-07-24 09:56:28,bovada,ATP - Estoril (4),ATP,Estoril,2,2,Andrey Rublev,Luca van Assche,andrey rublev,luca van assche,7/24/26 8:10 AM,7/24/26 8:10 AM,False,-600,+425,1.1666666666666667,5.25,0.8571428571428571,0.19047619047619047,-4.5,(-120),(-110),21.0,(-115),(-115),True,True,True,True,ATP - Estoril (4)|andrey rublev|luca van assche|7/24/26 8:10 AM|-600|+425
2026-07-24 09:56:28,2026-07-24 09:56:28,bovada,ATP - Estoril (4),ATP,Estoril,2,3,Roman Andres Burruchaga,Alexander Blockx,roman andres burruchaga,alexander blockx,7/24/26 12:00 PM,7/24/26 12:00 PM,False,EVEN,-120,2.0,1.8333333333333335,0.5,0.5454545454545454,+0.5,(-110),(-120),22.5,(-115),(-115),True,True,True,True,ATP - Estoril (4)|alexander blockx|roman andres burruchaga|7/24/26 12:00 PM|EVEN|-120
2026-07-24 09:56:28,2026-07-24 09:56:28,bovada,ATP - Estoril (4),ATP,Estoril,2,4,Jaime Faria,Luciano Darderi,jaime faria,luciano darderi,7/24/26 1:10 PM,7/24/26 1:10 PM,False,+165,-200,2.65,1.5,0.37735849056603776,0.6666666666666666,+3.0,(-120),(-110),22.0,(-120),(-110),True,True,True,True,ATP - Estoril (4)|jaime faria|luciano darderi|7/24/26 1:10 PM|+165|-200
2026-07-24 09:56:30,2026-07-24 09:56:30,bovada,Challenger - Tampere (4),Challenger,Tampere,9,1,Gauthier Onclin,Tom Gentzsch,gauthier onclin,tom gentzsch,7/24/26 6:00 AM,7/24/26 6:00 AM,False,-120,-110,1.8333333333333335,1.9090909090909092,0.5454545454545454,0.5238095238095238,-115,(-115),(-115),22.0,(-120),(-110),True,True,True,True,Challenger - Tampere (4)|gauthier onclin|tom gentzsch|7/24/26 6:00 AM|-120|-110
2026-07-24 09:56:30,2026-07-24 09:56:30,bovada,Challenger - Tampere (4),Challenger,Tampere,9,2,Igor Marcondes,Diego Dedura,igor marcondes,diego dedura,7/24/26 6:00 AM,7/24/26 6:00 AM,False,+190,-260,2.9,1.3846153846153846,0.3448275862068966,0.7222222222222222,+3.5,(EVEN),(-130),21.5,(-110),(-120),True,True,True,True,Challenger - Tampere (4)|diego dedura|igor marcondes|7/24/26 6:00 AM|+190|-260
2026-07-24 09:56:30,2026-07-24 09:56:30,bovada,Challenger - Tampere (4),Challenger,Tampere,9,3,Maks Kasnikowski,Hynek Barton,maks kasnikowski,hynek barton,7/24/26 7:10 AM,7/24/26 7:10 AM,False,-115,-115,1.8695652173913042,1.8695652173913042,0.5348837209302326,0.5348837209302326,-115,(-115),(-115),22.5,(-115),(-115),True,True,True,True,Challenger - Tampere (4)|hynek barton|maks kasnikowski|7/24/26 7:10 AM|-115|-115
2026-07-24 09:56:31,2026-07-24 09:56:31,bovada,Challenger - Tampere (4),Challenger,Tampere,9,4,Henri Squire,Otto Virtanen,henri squire,otto virtanen,7/24/26 10:00 AM,7/24/26 10:00 AM,False,+165,-220,2.65,1.4545454545454546,0.37735849056603776,0.6875,+3.0,(-120),(-110),22.5,(-115),(-115),True,True,True,True,Challenger - Tampere (4)|henri squire|otto virtanen|7/24/26 10:00 AM|+165|-220
2026-07-24 09:56:32,2026-07-24 09:56:32,bovada,Challenger - Segovia (3),Challenger,Segovia,10,1,Paul Inchauspe,Keegan Smith,paul inchauspe,keegan smith,7/24/26 6:00 AM,7/24/26 6:00 AM,False,+145,-190,2.45,1.526315789473684,0.4081632653061224,0.6551724137931035,+2.5,(-115),(-115),22.5,(-115),(-115),True,True,True,True,Challenger - Segovia (3)|keegan smith|paul inchauspe|7/24/26 6:00 AM|+145|-190
2026-07-24 09:56:32,2026-07-24 09:56:32,bovada,Challenger - Segovia (3),Challenger,Segovia,10,2,Matteo Martineau,Yanki Erel,matteo martineau,yanki erel,7/24/26 7:00 AM,7/24/26 7:00 AM,False,+130,-170,2.3,1.5882352941176472,0.4347826086956522,0.6296296296296295,+2.5,(-120),(-110),22.5,(-110),(-120),True,True,True,True,Challenger - Segovia (3)|matteo martineau|yanki erel|7/24/26 7:00 AM|+130|-170
2026-07-24 09:56:32,2026-07-24 09:56:32,bovada,Challenger - Segovia (3),Challenger,Segovia,10,3,Alejandro Moro Canas,Oliver Crawford,alejandro moro canas,oliver crawford,7/24/26 11:00 AM,7/24/26 11:00 AM,False,-130,EVEN,1.7692307692307692,2.0,0.5652173913043479,0.5,-1.0,(-115),(-115),22.5,(-115),(-115),True,True,True,True,Challenger - Segovia (3)|alejandro moro canas|oliver crawford|7/24/26 11:00 AM|-130|EVEN
2026-07-24 09:56:34,2026-07-24 09:56:34,bovada,Challenger - Zug (4),Challenger,Zug,12,1,Philip Henning,Thiago Seyboth Wild,philip henning,thiago seyboth wild,7/24/26 7:00 AM,7/24/26 7:00 AM,False,+180,-240,2.8,1.4166666666666667,0.35714285714285715,0.7058823529411764,+3.5,(-125),(-105),22.0,(-125),(-105),True,True,True,True,Challenger - Zug (4)|philip henning|thiago seyboth wild|7/24/26 7:00 AM|+180|-240
2026-07-24 09:56:34,2026-07-24 09:56:34,bovada,Challenger - Zug (4),Challenger,Zug,12,2,Harold Mayot,Dylan Dietrich,harold mayot,dylan dietrich,7/24/26 8:10 AM,7/24/26 8:10 AM,False,+145,-190,2.45,1.526315789473684,0.4081632653061224,0.6551724137931035,+3.0,(-115),(-115),22.0,(-115),(-115),True,True,True,True,Challenger - Zug (4)|dylan dietrich|harold mayot|7/24/26 8:10 AM|+145|-190
2026-07-24 09:56:35,2026-07-24 09:56:35,bovada,Challenger - Zug (4),Challenger,Zug,12,3,Max Hans Rehberg,Anton Matusevich,max hans rehberg,anton matusevich,7/24/26 10:30 AM,7/24/26 10:30 AM,False,-310,+225,1.3225806451612903,3.25,0.7560975609756098,0.3076923076923077,-4.0,(EVEN),(-130),21.5,(-115),(-115),True,True,True,True,Challenger - Zug (4)|anton matusevich|max hans rehberg|7/24/26 10:30 AM|-310|+225
2026-07-24 09:56:35,2026-07-24 09:56:35,bovada,Challenger - Zug (4),Challenger,Zug,12,4,Marc-Andrea Huesler,Dominic Stephan Stricker,marc-andrea huesler,dominic stephan stricker,7/24/26 1:30 PM,7/24/26 1:30 PM,False,+115,-150,2.15,1.6666666666666665,0.46511627906976744,0.6000000000000001,+1.5,(-115),(-115),23.0,(-120),(-110),True,True,True,True,Challenger - Zug (4)|dominic stephan stricker|marc-andrea huesler|7/24/26 1:30 PM|+115|-150
2026-07-24 09:56:36,2026-07-24 09:56:36,bovada,Challenger - Bloomfield Hills (4),Challenger,Bloomfield Hills,15,1,Michael Zheng,Adam Walton,michael zheng,adam walton,7/24/26 11:00 AM,7/24/26 11:00 AM,False,-130,EVEN,1.7692307692307692,2.0,0.5652173913043479,0.5,-0.5,(-115),(-115),22.5,(-115),(-115),True,True,True,True,Challenger - Bloomfield Hills (4)|adam walton|michael zheng|7/24/26 11:00 AM|-130|EVEN
2026-07-24 09:56:37,2026-07-24 09:56:37,bovada,Challenger - Bloomfield Hills (4),Challenger,Bloomfield Hills,15,2,Jacob Fearnley,J.J. Wolf,jacob fearnley,jj wolf,7/24/26 12:10 PM,7/24/26 12:10 PM,False,-210,+160,1.4761904761904763,2.6,0.6774193548387096,0.3846153846153846,-3.0,(-120),(-110),22.0,(-110),(-120),True,True,True,True,Challenger - Bloomfield Hills (4)|jacob fearnley|jj wolf|7/24/26 12:10 PM|-210|+160
2026-07-24 09:56:37,2026-07-24 09:56:37,bovada,Challenger - Bloomfield Hills (4),Challenger,Bloomfield Hills,15,3,Dhakshineswar Suresh,Andres Martin,dhakshineswar suresh,andres martin,7/24/26 1:20 PM,7/24/26 1:20 PM,False,-165,+125,1.606060606060606,2.25,0.6226415094339623,0.4444444444444444,-2.0,(-115),(-115),22.5,(-120),(-110),True,True,True,True,Challenger - Bloomfield Hills (4)|andres martin|dhakshineswar suresh|7/24/26 1:20 PM|-165|+125
2026-07-24 09:56:37,2026-07-24 09:56:37,bovada,Challenger - Bloomfield Hills (4),Challenger,Bloomfield Hills,15,4,Alex Michelsen,Mark Lajal,alex michelsen,mark lajal,7/24/26 2:30 PM,7/24/26 2:30 PM,False,-300,+220,1.3333333333333333,3.2,0.75,0.3125,-3.5,(-115),(-115),22.0,(-115),(-115),True,True,True,True,Challenger - Bloomfield Hills (4)|alex michelsen|mark lajal|7/24/26 2:30 PM|-300|+220
