timestamp,scrape_time_utc,source,event,tourney_level,tourney_name,bucket_index,match_index,player1_raw,player2_raw,player1_normalized,player2_normalized,match_time,match_time_raw,is_live,player1_odds_american,player2_odds_american,player1_odds_decimal,player2_odds_decimal,player1_implied_prob,player2_implied_prob,spread_handicap,spread_odds_p1,spread_odds_p2,total_games,total_odds_over,total_odds_under,has_win,has_spread,has_total,is_bettable_row,row_key
2026-07-22 20:43:54,2026-07-22 20:43:54,bovada,ATP - Kitzbuhel (4),ATP,Kitzbuhel,1,1,Mariano Navone,Quentin Halys,mariano navone,quentin halys,7/23/26 5:00 AM,7/23/26 5:00 AM,False,-230,+190,1.434782608695652,2.9,0.696969696969697,0.3448275862068966,-3.0,(-115),(-115),22.5,(-110),(-120),True,True,True,True,ATP - Kitzbuhel (4)|mariano navone|quentin halys|7/23/26 5:00 AM|-230|+190
2026-07-22 20:43:54,2026-07-22 20:43:54,bovada,ATP - Kitzbuhel (4),ATP,Kitzbuhel,1,2,Yannick Hanfmann,Sebastian Baez,yannick hanfmann,sebastian baez,7/23/26 6:10 AM,7/23/26 6:10 AM,False,-140,+115,1.7142857142857144,2.15,0.5833333333333333,0.46511627906976744,-1.5,(-110),(-120),23.0,(-115),(-115),True,True,True,True,ATP - Kitzbuhel (4)|sebastian baez|yannick hanfmann|7/23/26 6:10 AM|-140|+115
2026-07-22 20:43:54,2026-07-22 20:43:54,bovada,ATP - Kitzbuhel (4),ATP,Kitzbuhel,1,3,Tomas Martin Etcheverry,Ignacio Buse,tomas martin etcheverry,ignacio buse,7/23/26 7:20 AM,7/23/26 7:20 AM,False,-105,-115,1.9523809523809523,1.8695652173913042,0.5121951219512195,0.5348837209302326,+0.5,(-120),(-110),23.0,(-115),(-115),True,True,True,True,ATP - Kitzbuhel (4)|ignacio buse|tomas martin etcheverry|7/23/26 7:20 AM|-105|-115
2026-07-22 20:43:54,2026-07-22 20:43:54,bovada,ATP - Kitzbuhel (4),ATP,Kitzbuhel,1,4,Alexander Bublik,Alex Molcan,alexander bublik,alex molcan,7/23/26 8:30 AM,7/23/26 8:30 AM,False,-200,+165,1.5,2.65,0.6666666666666666,0.37735849056603776,-2.5,(-120),(-110),22.5,(-115),(-115),True,True,True,True,ATP - Kitzbuhel (4)|alex molcan|alexander bublik|7/23/26 8:30 AM|-200|+165
2026-07-22 20:43:56,2026-07-22 20:43:56,bovada,ATP - Estoril (4),ATP,Estoril,2,1,Luca van Assche,Pablo Carreno-Busta,luca van assche,pablo carreno-busta,7/23/26 7:00 AM,7/23/26 7:00 AM,False,+165,-200,2.65,1.5,0.37735849056603776,0.6666666666666666,+3.0,(-120),(-110),22.5,(-110),(-120),True,True,True,True,ATP - Estoril (4)|luca van assche|pablo carreno-busta|7/23/26 7:00 AM|+165|-200
2026-07-22 20:43:56,2026-07-22 20:43:56,bovada,ATP - Estoril (4),ATP,Estoril,2,2,Jaime Faria,Gonzalo Bueno,jaime faria,gonzalo bueno,7/23/26 9:00 AM,7/23/26 9:00 AM,False,-550,+400,1.1818181818181819,5.0,0.8461538461538461,0.2,-5.0,(EVEN),(-130),21.0,(-110),(-120),True,True,True,True,ATP - Estoril (4)|gonzalo bueno|jaime faria|7/23/26 9:00 AM|-550|+400
2026-07-22 20:43:56,2026-07-22 20:43:56,bovada,ATP - Estoril (4),ATP,Estoril,2,3,Andrey Rublev,Timofey Skatov,andrey rublev,timofey skatov,7/23/26 12:00 PM,7/23/26 12:00 PM,False,-1200,+700,1.0833333333333333,8.0,0.9230769230769231,0.125,-5.0,(-135),(+105),19.5,(-125),(-105),True,True,True,True,ATP - Estoril (4)|andrey rublev|timofey skatov|7/23/26 12:00 PM|-1200|+700
2026-07-22 20:43:56,2026-07-22 20:43:56,bovada,ATP - Estoril (4),ATP,Estoril,2,4,Pedro Martinez,Luciano Darderi,pedro martinez,luciano darderi,7/23/26 1:10 PM,7/23/26 1:10 PM,False,+260,-325,3.6,1.3076923076923077,0.2777777777777778,0.7647058823529411,+4.0,(-120),(-110),21.5,(-115),(-115),True,True,True,True,ATP - Estoril (4)|luciano darderi|pedro martinez|7/23/26 1:10 PM|+260|-325
2026-07-22 20:43:57,2026-07-22 20:43:57,bovada,Challenger - Bloomfield Hills (1),Challenger,Bloomfield Hills,9,1,Mark Lajal,Pablo Llamas Ruiz,mark lajal,pablo llamas ruiz,7/22/26 4:55 PM,7/22/26 4:55 PM,False,-125,-105,1.8,1.9523809523809523,0.5555555555555556,0.5121951219512195,-1.0,(-115),(-115),22.5,(-120),(-110),True,True,True,True,Challenger - Bloomfield Hills (1)|mark lajal|pablo llamas ruiz|7/22/26 4:55 PM|-125|-105
2026-07-22 20:43:58,2026-07-22 20:43:58,bovada,Challenger - Winnipeg (2),Challenger,Winnipeg,12,1,Rio Noguchi,Keegan Rice,rio noguchi,keegan rice,7/22/26 7:00 PM,7/22/26 7:00 PM,False,-170,+130,1.5882352941176472,2.3,0.6296296296296295,0.4347826086956522,-2.5,(-120),(-110),21.5,(-110),(-120),True,True,True,True,Challenger - Winnipeg (2)|keegan rice|rio noguchi|7/22/26 7:00 PM|-170|+130
