bet_id,timestamp,event,match,match_uid,feature_snapshot_id,run_id,bet_on,bet_on_player1,odds_decimal,stake,stake_fraction,model_prob,market_prob,edge,kelly_fraction,potential_profit,potential_loss,group_key,bankroll,model_version,match_date,match_start_time,status
bet_20260710_082818_0,2026-07-10 08:28:18,Wimbledon - Men's Singles (2),Jannik Sinner vs Novak Djokovic,match_ee976738ccc1ecfb1b3a,feat_2dcf8fbc5dd9cbbf7ca2,run_20260710T081558Z,Novak Djokovic,False,4.75,3.901926970234597,0.003901926970234597,0.23210477828979492,0.21052631578947367,0.02157846250032125,0.02733271916707357,14.632226138379739,3.901926970234597,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_1,2026-07-10 08:28:18,Challenger - Nottingham (4),Clement Chidekh vs Ivan Ivanov,match_a25425bf12bc8fba30da,feat_307d1d812540cbe51071,run_20260710T081558Z,Clement Chidekh,True,1.5405405405405406,7.137831670504015,0.007137831670504015,0.6838140487670898,0.6491228070175439,0.034691241749545965,0.05,3.85828738946163,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_2,2026-07-10 08:28:18,Challenger - Nottingham (4),Yi Zhou vs Alastair Gray,match_254bf9d2249857a27279,feat_4f190f03b06dee3c913f,run_20260710T081558Z,Yi Zhou,True,2.35,7.137831670504015,0.007137831670504015,0.5401087403297424,0.425531914893617,0.1145768254361254,0.05,9.636072755180422,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_3,2026-07-10 08:28:18,Challenger - Nottingham (4),Johannus Monday vs Henry Searle,match_7e23229cf28fa87a3bad,feat_5de5d17eb85fd615593b,run_20260710T081558Z,Johannus Monday,True,3.0,7.137831670504015,0.007137831670504015,0.5025734305381775,0.3333333333333333,0.16924009720484418,0.05,14.27566334100803,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_4,2026-07-10 08:28:18,Challenger - Nottingham (4),Max Basing vs Felix Gill,match_55ec807797206cceb04a,feat_95e97ce77565d01a4723,run_20260710T081558Z,Max Basing,True,2.2,7.137831670504015,0.007137831670504015,0.557679295539856,0.45454545454545453,0.10313384099440143,0.05,8.56539800460482,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_5,2026-07-10 08:28:18,Challenger - Braunschweig (4),Jan Choinski vs Diego Dedura,match_1e66892207855252549a,feat_eacc12042985fa4dbb8e,run_20260710T081558Z,Jan Choinski,True,1.6896551724137931,7.137831670504015,0.007137831670504015,0.6254739165306091,0.5918367346938775,0.03363718183673159,0.05,4.922642531382079,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_6,2026-07-10 08:28:18,Challenger - Braunschweig (4),Laslo Djere vs Daniel Rincon,match_55f37b6552867b4b96a5,feat_a79b211d30340dcaf80d,run_20260710T081558Z,Daniel Rincon,False,3.25,7.137831670504015,0.007137831670504015,0.5602749288082123,0.3076923076923077,0.25258262111590457,0.05,16.060121258634034,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_7,2026-07-10 08:28:18,Challenger - Braunschweig (4),Hugo Gaston vs Marvin Moeller,match_901766603e06b50fda38,feat_b7537e038b8f0f981e03,run_20260710T081558Z,Marvin Moeller,False,2.9,7.137831670504015,0.007137831670504015,0.4154297113418579,0.3448275862068966,0.07060212513496134,0.05,13.56188017395763,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_8,2026-07-10 08:28:18,Challenger - Iasi (4),Titouan Droguet vs Gustavo Heide,match_bfc27113113578e4d592,feat_3eb68c610d604922612c,run_20260710T081558Z,Gustavo Heide,False,2.1,7.137831670504015,0.007137831670504015,0.5364142656326294,0.47619047619047616,0.06022378944215323,0.05,7.8516148375544175,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_9,2026-07-10 08:28:18,Challenger - Iasi (4),Valentin Royer vs Taro Daniel,match_5b084a19dfe35b2471f5,feat_6585daa4ce312df41c6d,run_20260710T081558Z,Valentin Royer,True,1.6451612903225805,7.137831670504015,0.007137831670504015,0.6734302639961243,0.607843137254902,0.06558712674122225,0.05,4.605052690647751,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_10,2026-07-10 08:28:18,Challenger - Liege (4),Jack Loge vs Lorenzo Giustino,match_9ef5e45b073b7a841da1,feat_8b4a8ab7c29622481d4e,run_20260710T081558Z,Jack Loge,True,3.25,7.137831670504015,0.007137831670504015,0.3914165496826172,0.3076923076923077,0.08372424199030948,0.05,16.060121258634034,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_11,2026-07-10 08:28:18,Challenger - Liege (4),Florian Broska vs Felix Balshaw,match_158b321faca1b76f1c86,feat_ce6c1077bb08d7a04a92,run_20260710T081558Z,Florian Broska,True,3.55,7.137831670504015,0.007137831670504015,0.3801739513874054,0.28169014084507044,0.09848381054233496,0.05,18.201470759785238,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_12,2026-07-10 08:28:18,Challenger - Trieste (4),Lukas Neumayer vs Henri Squire,match_6e9aaf5f9f74c2a45f47,feat_b601f1deaaf0f8848390,run_20260710T081558Z,Henri Squire,False,2.85,7.137831670504015,0.007137831670504015,0.49979597330093384,0.3508771929824561,0.14891878031847772,0.05,13.204988590432428,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
bet_20260710_082818_13,2026-07-10 08:28:18,Challenger - Trieste (4),Raul Brancaccio vs Matej Dodig,match_b7289a18a113efad6784,feat_5e7b05ff9a198fe7627a,run_20260710T081558Z,Matej Dodig,False,1.6896551724137931,7.137831670504015,0.007137831670504015,0.625978022813797,0.5918367346938775,0.034141288119919455,0.05,4.922642531382079,7.137831670504015,2026-07-10,1000.0,v1.2.2,2026-07-10,,pending
