bet_id,timestamp,event,match,match_uid,feature_snapshot_id,run_id,bet_on,bet_on_player1,odds_decimal,stake,stake_fraction,model_prob,market_prob,edge,kelly_fraction,potential_profit,potential_loss,group_key,bankroll,model_version,match_date,match_start_time,status
bet_20260714_012056_0,2026-07-14 01:20:56,ATP - Gstaad (9),Pedro Martinez vs Yannick Hanfmann,match_6547e9259c06301a0aac,feat_7b5ade81eb948d0f4588,run_20260714T010712Z,Pedro Martinez,True,3.75,5.651081357798045,0.005651081357798045,0.3852931261062622,0.26666666666666666,0.11862645943959554,0.05,15.540473733944623,5.651081357798045,2026-07-14,1000.0,v1.2.3,2026-07-14,,pending
bet_20260714_012056_1,2026-07-14 01:20:56,ATP - Gstaad (9),Jerome Kym vs Dylan Dietrich,match_996af8e40ba76a9dbd01,feat_74f68e4319f7fd79cf74,run_20260714T010712Z,Dylan Dietrich,False,2.45,4.096885704561892,0.004096885704561892,0.4296165704727173,0.4081632653061224,0.021453305166594883,0.03624868804010859,5.940484271614744,4.096885704561892,2026-07-14,1000.0,v1.2.3,2026-07-14,,pending
bet_20260714_012056_2,2026-07-14 01:20:56,ATP - Gstaad (9),Federico Cina vs Quentin Halys,match_7a1b7407c612376877dc,feat_2662d6ea1348adc0f30d,run_20260714T010712Z,Quentin Halys,False,1.8695652173913042,5.651081357798045,0.005651081357798045,0.5602749288082123,0.5348837209302326,0.02539120787797966,0.05,4.9139837893896035,5.651081357798045,2026-07-14,1000.0,v1.2.3,2026-07-14,,pending
bet_20260714_012056_3,2026-07-14 01:20:56,ATP - Gstaad (9),Jaime Faria vs Stan Wawrinka,match_1739788031b4a93d0bca,feat_0c67c67a54b305eb9bd4,run_20260714T010712Z,Jaime Faria,True,1.4761904761904763,5.651081357798045,0.005651081357798045,0.7171191573143005,0.6774193548387096,0.039699802475590906,0.05,2.690991122760974,5.651081357798045,2026-07-14,1000.0,v1.2.3,2026-07-14,,pending
bet_20260714_012056_4,2026-07-14 01:20:56,ATP - Gstaad (9),Arthur Rinderknech vs Clement Tabur,match_c1b0d44d5b02f7f67f27,feat_05065ab60ee2b032426b,run_20260714T010712Z,Arthur Rinderknech,True,1.5,5.651081357798045,0.005651081357798045,0.7174848318099976,0.6666666666666666,0.05081816514333093,0.05,2.8255406788990225,5.651081357798045,2026-07-14,1000.0,v1.2.3,2026-07-15,,pending
bet_20260714_012056_5,2026-07-14 01:20:56,ATP - Bastad (11),Nicolai Budkov Kjaer vs Andrea Pellegrino,match_77b801edefdadc18b6c7,feat_5bd39cff8dd4104ad6d4,run_20260714T010712Z,Nicolai Budkov Kjaer,True,2.0,5.419457708071059,0.005419457708071059,0.5239753127098083,0.5,0.02397531270980835,0.0479506254196167,5.419457708071059,5.419457708071059,2026-07-14,1000.0,v1.2.3,2026-07-14,,pending
bet_20260714_012056_6,2026-07-14 01:20:56,ATP - Bastad (11),Sebastian Ofner vs Thiago Agustin Tirante,match_94151ccaac95dfcbe6b9,feat_e58782864e6d837a962f,run_20260714T010712Z,Thiago Agustin Tirante,False,1.6666666666666665,5.651081357798045,0.005651081357798045,0.659694105386734,0.6000000000000001,0.05969410538673392,0.05,3.7673875718653624,5.651081357798045,2026-07-14,1000.0,v1.2.3,2026-07-14,,pending
bet_20260714_012056_7,2026-07-14 01:20:56,ATP - Bastad (11),Adolfo Daniel Vallejo vs Miguel Damas,match_732b9c1293b44c0de407,feat_d7087f874aa2faa64987,run_20260714T010712Z,Miguel Damas,False,4.75,5.651081357798045,0.005651081357798045,0.33379119634628296,0.21052631578947367,0.12326488055680929,0.05,21.191555091742668,5.651081357798045,2026-07-14,1000.0,v1.2.3,2026-07-14,,pending
bet_20260714_012056_8,2026-07-14 01:20:56,ATP - Bastad (11),Facundo Diaz Acosta vs Lautaro Midon,match_3e09c4b1763b9f37bbf2,feat_5ab4b07f9033827e7bdd,run_20260714T010712Z,Lautaro Midon,False,4.0,5.651081357798045,0.005651081357798045,0.5029600560665131,0.25,0.25296005606651306,0.05,16.953244073394135,5.651081357798045,2026-07-14,1000.0,v1.2.3,2026-07-14,,pending
bet_20260714_012056_9,2026-07-14 01:20:56,ATP - Bastad (11),Dalibor Svrcina vs Grigor Dimitrov,match_23eb68243daf84d2b249,feat_6dd3ab79e68443cb9d92,run_20260714T010712Z,Dalibor Svrcina,True,2.55,5.651081357798045,0.005651081357798045,0.4966731071472168,0.3921568627450981,0.10451624440211871,0.05,8.759176104586968,5.651081357798045,2026-07-14,1000.0,v1.2.3,2026-07-14,,pending
