p1,p2,match_date,logged_at,run_id,features_complete,features_json
arthur fery,alexander zverev,2026-07-10,2026-07-09T05:19:14+00:00,run_20260709T051522Z,False,"{""P2_WinStreak_Current"": 5.0, ""P1_WinStreak_Current"": 5.0, ""P2_Surface_Matches_30d"": 9.0, ""Height_Diff"": -23.0, ""P1_Surface_Matches_30d"": 10.0, ""Player2_Height"": 198.0, ""P1_Matches_30d"": 10.0, ""P2_Matches_30d"": 9.0, ""P2_Surface_Experience"": 77.0, ""P2_Form_Trend_30d"": 0.9374204431282804, ""Player1_Height"": 175.0, ""P1_Form_Trend_30d"": 0.871406608979923, ""Round_R16"": 0.0, ""Surface_Transition_Flag"": 0.0, ""P1_Surface_Matches_90d"": 14.0, ""P1_Surface_Experience"": 49.0, ""Rank_Diff"": 111.0, ""Round_R32"": 0.0, ""Rank_Points_Diff"": -6643.0, ""P2_Level_WinRate_Career"": 0.7541436464088398, ""P2_Surface_Matches_90d"": 9.0, ""P1_Level_WinRate_Career"": 0.6590909090909091, ""P2_Level_Matches_Career"": 178.0, ""P2_WinRate_Last10_120d"": 0.8076923076923077, ""Round_QF"": 0.0, ""Level_25"": 0.0, ""P1_Round_WinRate_Career"": 0.575, ""P1_Surface_WinRate_90d"": 0.7352941176470589, ""Round_Q1"": 0.0, ""Player1_Rank"": 114.0, ""P1_Level_Matches_Career"": 19.0, ""P2_Round_WinRate_Career"": 0.484375, ""draw_size"": 128.0, ""P1_WinRate_Last10_120d"": 0.7307692307692307, ""Age_Diff"": -5.226557152635184, ""Level_15"": 0.0, ""Player1_Rank_Points"": 547.0, ""Handedness_Matchup_RL"": 0.0, ""Player2_Rank"": 3.0, ""Avg_Age"": 26.607802874743328, ""P1_Country_RUS"": 0.0, ""Player2_Age"": 29.22108145106092, ""P2_vs_Lefty_WinRate"": 0.7298387096774194, ""Round_F"": 0.0, ""Surface_Clay"": 0.0, ""P2_Sets_14d"": 17.0, ""Rank_Momentum_Diff_30d"": 0.0, ""H2H_P2_Wins"": 0.0, ""Player2_Rank_Points"": 7190.0, ""Player1_Age"": 23.994524298425734, ""P2_Rank_Volatility_90d"": 0.0, ""P1_Days_Since_Last"": 4.0, ""Grass_Season"": 1.0, ""P1_Semifinals_WinRate"": 0.575, ""Level_A"": 0.0, ""Level_D"": 0.0, ""P1_Country_USA"": 0.0, ""P1_Country_GBR"": 1.0, ""P1_Country_FRA"": 0.0, ""P2_Matches_14d"": 5.0, ""P2_Country_USA"": 0.0, ""P2_Country_ITA"": 0.0, ""Round_Q2"": 0.0, ""P2_Surface_WinRate_90d"": 0.7916666666666666, ""P1_Hand_L"": 0.0, ""P2_Hand_L"": 0.0, ""P1_Country_ITA"": 0.0, ""P2_Rust_Flag"": 0.0, ""P1_Rank_Change_90d"": 8.0, ""P1_Country_AUS"": 0.0, ""P1_Hand_U"": 0.0, ""P1_Hand_R"": 1.0, ""Round_RR"": 0.0, ""Avg_Height"": 186.5, ""P1_Sets_14d"": 21.0, ""P2_Country_Other"": 0.0, ""Round_SF"": 1.0, ""P1_vs_Lefty_WinRate"": 0.7195121951219512, ""Indoor_Season"": 0.0, ""Avg_Rank"": 58.5, ""P1_Rust_Flag"": 0.0, ""Avg_Rank_Points"": 3868.5, ""Level_F"": 0.0, ""Round_R64"": 0.0, ""P2_Country_CZE"": 0.0, ""P2_Hand_R"": 1.0, ""Surface_Hard"": 0.0, ""P1_Matches_14d"": 5.0, ""Surface_Carpet"": 0.0, ""Round_R128"": 0.0, ""P1_Country_SRB"": 0.0, ""P2_Hand_U"": 0.0, ""P1_Rank_Volatility_90d"": 2.338340492167456, ""Level_M"": 0.0, ""P2_Country_ESP"": 0.0, ""Handedness_Matchup_LR"": 0.0, ""P1_Country_CZE"": 0.0, ""P2_Country_SUI"": 0.0, ""Surface_Grass"": 1.0, ""H2H_Total_Matches"": 0.0, ""Level_O"": 0.0, ""P1_Hand_A"": 0.0, ""P1_Finals_WinRate"": 0.5769230769230769, ""Rank_Momentum_Diff_90d"": 8.0, ""P2_Finals_WinRate"": 0.6020408163265306, ""Round_Q4"": 0.0, ""Level_G"": 1.0, ""Round_ER"": 0.0, ""Level_S"": 0.0, ""Round_BR"": 0.0, ""Round_Q3"": 0.0, ""Rank_Ratio"": 38.0, ""P1_Country_SUI"": 0.0, ""Clay_Season"": 0.0, ""P1_Country_GER"": 0.0, ""P2_Rank_Change_30d"": 0.0, ""P1_Country_ESP"": 0.0, ""P2_Hand_A"": 0.0, ""H2H_Recent_P1_Advantage"": 0.0, ""P2_Country_AUS"": 0.0, ""P2_Country_SRB"": 0.0, ""P2_Country_GBR"": 0.0, ""P2_Country_ARG"": 0.0, ""Handedness_Matchup_RR"": 1.0, ""P1_Rank_Change_30d"": 0.0, ""P2_Country_GER"": 1.0, ""Handedness_Matchup_LL"": 0.0, ""P2_Country_RUS"": 0.0, ""P1_Country_ARG"": 0.0, ""Level_C"": 0.0, ""P2_Semifinals_WinRate"": 0.484375, ""P2_Days_Since_Last"": 4.0, ""P1_Peak_Age"": 0.0, ""P2_Peak_Age"": 0.0, ""H2H_P1_WinRate"": 0.5, ""P1_Country_Other"": 0.0, ""H2H_P1_Wins"": 0.0, ""P1_BigMatch_WinRate"": 0.6481481481481481, ""P2_Rank_Change_90d"": 0.0, ""P2_BigMatch_WinRate"": 0.7257336343115124, ""P2_Country_FRA"": 0.0, ""_defaulted_features"": """"}"
jannik sinner,novak djokovic,2026-07-10,2026-07-09T05:19:18+00:00,run_20260709T051522Z,False,"{""P2_WinStreak_Current"": 5.0, ""P1_WinStreak_Current"": 5.0, ""P2_Surface_Matches_30d"": 5.0, ""Height_Diff"": 3.0, ""P1_Surface_Matches_30d"": 5.0, ""Player2_Height"": 188.0, ""P1_Matches_30d"": 5.0, ""P2_Matches_30d"": 5.0, ""P2_Surface_Experience"": 155.0, ""P2_Form_Trend_30d"": 1.0, ""Player1_Height"": 191.0, ""P1_Form_Trend_30d"": 1.0, ""Round_R16"": 0.0, ""Surface_Transition_Flag"": 0.0, ""P1_Surface_Matches_90d"": 5.0, ""P1_Surface_Experience"": 48.0, ""Rank_Diff"": -7.0, ""Round_R32"": 0.0, ""Rank_Points_Diff"": 9690.0, ""P2_Level_WinRate_Career"": 0.8768115942028986, ""P2_Surface_Matches_90d"": 5.0, ""P1_Level_WinRate_Career"": 0.8070866141732284, ""P2_Level_Matches_Career"": 480.0, ""P2_WinRate_Last10_120d"": 0.7083333333333334, ""Round_QF"": 0.0, ""Level_25"": 0.0, ""P1_Round_WinRate_Career"": 0.753968253968254, ""P1_Surface_WinRate_90d"": 0.8125, ""Round_Q1"": 0.0, ""Player1_Rank"": 1.0, ""P1_Level_Matches_Career"": 124.0, ""P2_Round_WinRate_Career"": 0.7172897196261683, ""draw_size"": 128.0, ""P1_WinRate_Last10_120d"": 0.8076923076923077, ""Age_Diff"": -14.236824093086927, ""Level_15"": 0.0, ""Player1_Rank_Points"": 13450.0, ""Handedness_Matchup_RL"": 0.0, ""Player2_Rank"": 8.0, ""Avg_Age"": 32.016427104722794, ""P1_Country_RUS"": 0.0, ""Player2_Age"": 39.134839151266256, ""P2_vs_Lefty_WinRate"": 0.7675, ""Round_F"": 0.0, ""Surface_Clay"": 0.0, ""P2_Sets_14d"": 20.0, ""Rank_Momentum_Diff_30d"": 0.0, ""H2H_P2_Wins"": 5.0, ""Player2_Rank_Points"": 3760.0, ""Player1_Age"": 24.89801505817933, ""P2_Rank_Volatility_90d"": 0.0, ""P1_Days_Since_Last"": 4.0, ""Grass_Season"": 1.0, ""P1_Semifinals_WinRate"": 0.753968253968254, ""Level_A"": 0.0, ""Level_D"": 0.0, ""P1_Country_USA"": 0.0, ""P1_Country_GBR"": 0.0, ""P1_Country_FRA"": 0.0, ""P2_Matches_14d"": 5.0, ""P2_Country_USA"": 0.0, ""P2_Country_ITA"": 0.0, ""Round_Q2"": 0.0, ""P2_Surface_WinRate_90d"": 0.8125, ""P1_Hand_L"": 0.0, ""P2_Hand_L"": 0.0, ""P1_Country_ITA"": 1.0, ""P2_Rust_Flag"": 0.0, ""P1_Rank_Change_90d"": 1.0, ""P1_Country_AUS"": 0.0, ""P1_Hand_U"": 0.0, ""P1_Hand_R"": 1.0, ""Round_RR"": 0.0, ""Avg_Height"": 189.5, ""P1_Sets_14d"": 17.0, ""P2_Country_Other"": 0.0, ""Round_SF"": 1.0, ""P1_vs_Lefty_WinRate"": 0.7631578947368421, ""Indoor_Season"": 0.0, ""Avg_Rank"": 4.5, ""P1_Rust_Flag"": 0.0, ""Avg_Rank_Points"": 8605.0, ""Level_F"": 0.0, ""Round_R64"": 0.0, ""P2_Country_CZE"": 0.0, ""P2_Hand_R"": 1.0, ""Surface_Hard"": 0.0, ""P1_Matches_14d"": 5.0, ""Surface_Carpet"": 0.0, ""Round_R128"": 0.0, ""P1_Country_SRB"": 0.0, ""P2_Hand_U"": 0.0, ""P1_Rank_Volatility_90d"": 0.22941573387056177, ""Level_M"": 0.0, ""P2_Country_ESP"": 0.0, ""Handedness_Matchup_LR"": 0.0, ""P1_Country_CZE"": 0.0, ""P2_Country_SUI"": 0.0, ""Surface_Grass"": 1.0, ""H2H_Total_Matches"": 11.0, ""Level_O"": 0.0, ""P1_Hand_A"": 0.0, ""P1_Finals_WinRate"": 0.7448979591836735, ""Rank_Momentum_Diff_90d"": 2.0, ""P2_Finals_WinRate"": 0.7064516129032258, ""Round_Q4"": 0.0, ""Level_G"": 1.0, ""Round_ER"": 0.0, ""Level_S"": 0.0, ""Round_BR"": 0.0, ""Round_Q3"": 0.0, ""Rank_Ratio"": 8.0, ""P1_Country_SUI"": 0.0, ""Clay_Season"": 0.0, ""P1_Country_GER"": 0.0, ""P2_Rank_Change_30d"": 0.0, ""P1_Country_ESP"": 0.0, ""P2_Hand_A"": 0.0, ""H2H_Recent_P1_Advantage"": 0.08333333333333337, ""P2_Country_AUS"": 0.0, ""P2_Country_SRB"": 1.0, ""P2_Country_GBR"": 0.0, ""P2_Country_ARG"": 0.0, ""Handedness_Matchup_RR"": 1.0, ""P1_Rank_Change_30d"": 0.0, ""P2_Country_GER"": 0.0, ""Handedness_Matchup_LL"": 0.0, ""P2_Country_RUS"": 0.0, ""P1_Country_ARG"": 0.0, ""Level_C"": 0.0, ""P2_Semifinals_WinRate"": 0.7172897196261683, ""P2_Days_Since_Last"": 4.0, ""P1_Peak_Age"": 1.0, ""P2_Peak_Age"": 0.0, ""H2H_P1_WinRate"": 0.5357142857142857, ""P1_Country_Other"": 0.0, ""H2H_P1_Wins"": 6.0, ""P1_BigMatch_WinRate"": 0.798951048951049, ""P2_Rank_Change_90d"": -1.0, ""P2_BigMatch_WinRate"": 0.84375, ""P2_Country_FRA"": 0.0, ""_defaulted_features"": """"}"
taro daniel,zdenek kolar,2026-07-09,2026-07-09T05:19:20+00:00,run_20260709T051522Z,False,"{""P2_WinStreak_Current"": 2.0, ""P1_WinStreak_Current"": 2.0, ""P2_Surface_Matches_30d"": 0.0, ""Height_Diff"": 8.0, ""P1_Surface_Matches_30d"": 0.0, ""Player2_Height"": 183.0, ""P1_Matches_30d"": 2.0, ""P2_Matches_30d"": 4.0, ""P2_Surface_Experience"": 216.0, ""P2_Form_Trend_30d"": 0.5533049141923638, ""Player1_Height"": 191.0, ""P1_Form_Trend_30d"": 0.5, ""Round_R16"": 1.0, ""Surface_Transition_Flag"": 0.0, ""P1_Surface_Matches_90d"": 4.0, ""P1_Surface_Experience"": 481.0, ""Rank_Diff"": 49.0, ""Round_R32"": 0.0, ""Rank_Points_Diff"": -99.0, ""P2_Level_WinRate_Career"": 0.52431906614786, ""P2_Surface_Matches_90d"": 0.0, ""P1_Level_WinRate_Career"": 0.6138743455497382, ""P2_Level_Matches_Career"": 511.0, ""P2_WinRate_Last10_120d"": 0.4230769230769231, ""Round_QF"": 0.0, ""Level_25"": 0.0, ""P1_Round_WinRate_Career"": 0.6347150259067358, ""P1_Surface_WinRate_90d"": 0.5, ""Round_Q1"": 0.0, ""Player1_Rank"": 203.0, ""P1_Level_Matches_Career"": 379.0, ""P2_Round_WinRate_Career"": 0.5481283422459893, ""draw_size"": 32.0, ""P1_WinRate_Last10_120d"": 0.7307692307692307, ""Age_Diff"": 3.6988364134154637, ""Level_15"": 0.0, ""Player1_Rank_Points"": 279.0, ""Handedness_Matchup_RL"": 0.0, ""Player2_Rank"": 154.0, ""Avg_Age"": 31.596167008898014, ""P1_Country_RUS"": 0.0, ""Player2_Age"": 29.746748802190282, ""P2_vs_Lefty_WinRate"": 0.5396039603960396, ""Round_F"": 0.0, ""Surface_Clay"": 0.0, ""P2_Sets_14d"": 6.0, ""Rank_Momentum_Diff_30d"": 0.0, ""H2H_P2_Wins"": 0.0, ""Player2_Rank_Points"": 378.0, ""Player1_Age"": 33.445585215605746, ""P2_Rank_Volatility_90d"": 9.540889446407574, ""P1_Days_Since_Last"": 3.0, ""Grass_Season"": 1.0, ""P1_Semifinals_WinRate"": 0.5153846153846153, ""Level_A"": 0.0, ""Level_D"": 0.0, ""P1_Country_USA"": 0.0, ""P1_Country_GBR"": 0.0, ""P1_Country_FRA"": 0.0, ""P2_Matches_14d"": 3.0, ""P2_Country_USA"": 0.0, ""P2_Country_ITA"": 0.0, ""Round_Q2"": 0.0, ""P2_Surface_WinRate_90d"": 0.5, ""P1_Hand_L"": 0.0, ""P2_Hand_L"": 0.0, ""P1_Country_ITA"": 0.0, ""P2_Rust_Flag"": 0.0, ""P1_Rank_Change_90d"": 21.0, ""P1_Country_AUS"": 0.0, ""P1_Hand_U"": 0.0, ""P1_Hand_R"": 1.0, ""Round_RR"": 0.0, ""Avg_Height"": 187.0, ""P1_Sets_14d"": 4.0, ""P2_Country_Other"": 0.0, ""Round_SF"": 0.0, ""P1_vs_Lefty_WinRate"": 0.5927152317880795, ""Indoor_Season"": 0.0, ""Avg_Rank"": 178.5, ""P1_Rust_Flag"": 0.0, ""Avg_Rank_Points"": 328.5, ""Level_F"": 0.0, ""Round_R64"": 0.0, ""P2_Country_CZE"": 1.0, ""P2_Hand_R"": 1.0, ""Surface_Hard"": 1.0, ""P1_Matches_14d"": 2.0, ""Surface_Carpet"": 0.0, ""Round_R128"": 0.0, ""P1_Country_SRB"": 0.0, ""P2_Hand_U"": 0.0, ""P1_Rank_Volatility_90d"": 7.025688159721229, ""Level_M"": 0.0, ""P2_Country_ESP"": 0.0, ""Handedness_Matchup_LR"": 0.0, ""P1_Country_CZE"": 0.0, ""P2_Country_SUI"": 0.0, ""Surface_Grass"": 0.0, ""H2H_Total_Matches"": 1.0, ""Level_O"": 0.0, ""P1_Hand_A"": 0.0, ""P1_Finals_WinRate"": 0.44285714285714284, ""Rank_Momentum_Diff_90d"": 1.0, ""P2_Finals_WinRate"": 0.5, ""Round_Q4"": 0.0, ""Level_G"": 0.0, ""Round_ER"": 0.0, ""Level_S"": 0.0, ""Round_BR"": 0.0, ""Round_Q3"": 0.0, ""Rank_Ratio"": 1.3181818181818181, ""P1_Country_SUI"": 0.0, ""Clay_Season"": 0.0, ""P1_Country_GER"": 0.0, ""P2_Rank_Change_30d"": 0.0, ""P1_Country_ESP"": 0.0, ""P2_Hand_A"": 0.0, ""H2H_Recent_P1_Advantage"": 0.0, ""P2_Country_AUS"": 0.0, ""P2_Country_SRB"": 0.0, ""P2_Country_GBR"": 0.0, ""P2_Country_ARG"": 0.0, ""Handedness_Matchup_RR"": 1.0, ""P1_Rank_Change_30d"": 0.0, ""P2_Country_GER"": 0.0, ""Handedness_Matchup_LL"": 0.0, ""P2_Country_RUS"": 0.0, ""P1_Country_ARG"": 0.0, ""Level_C"": 1.0, ""P2_Semifinals_WinRate"": 0.5188679245283019, ""P2_Days_Since_Last"": 3.0, ""P1_Peak_Age"": 0.0, ""P2_Peak_Age"": 0.0, ""H2H_P1_WinRate"": 0.625, ""P1_Country_Other"": 1.0, ""H2H_P1_Wins"": 1.0, ""P1_BigMatch_WinRate"": 0.44476744186046513, ""P2_Rank_Change_90d"": 20.0, ""P2_BigMatch_WinRate"": 0.3979591836734694, ""P2_Country_FRA"": 0.0, ""_defaulted_features"": """"}"
valentin royer,olle wallin,2026-07-09,2026-07-09T05:19:31+00:00,run_20260709T051522Z,False,"{""P2_WinStreak_Current"": -1.0, ""P1_WinStreak_Current"": 2.0, ""P2_Surface_Matches_30d"": 0.0, ""Height_Diff"": -3.0, ""P1_Surface_Matches_30d"": 0.0, ""Player2_Height"": 191.0, ""P1_Matches_30d"": 5.0, ""P2_Matches_30d"": 13.0, ""P2_Surface_Experience"": 98.0, ""P2_Form_Trend_30d"": 0.9104376175790359, ""Player1_Height"": 188.0, ""P1_Form_Trend_30d"": 0.7030202630549369, ""Round_R16"": 1.0, ""Surface_Transition_Flag"": 0.0, ""P1_Surface_Matches_90d"": 0.0, ""P1_Surface_Experience"": 215.0, ""Rank_Diff"": -372.0, ""Round_R32"": 0.0, ""Rank_Points_Diff"": 694.0, ""P2_Level_WinRate_Career"": 0.6309523809523809, ""P2_Surface_Matches_90d"": 7.0, ""P1_Level_WinRate_Career"": 0.6194444444444445, ""P2_Level_Matches_Career"": 39.0, ""P2_WinRate_Last10_120d"": 0.8076923076923077, ""Round_QF"": 0.0, ""Level_25"": 0.0, ""P1_Round_WinRate_Career"": 0.5989583333333334, ""P1_Surface_WinRate_90d"": 0.5, ""Round_Q1"": 0.0, ""Player1_Rank"": 75.0, ""P1_Level_Matches_Career"": 177.0, ""P2_Round_WinRate_Career"": 0.6025641025641025, ""draw_size"": 32.0, ""P1_WinRate_Last10_120d"": 0.5, ""Age_Diff"": 0.39972621492128724, ""Level_15"": 0.0, ""Player1_Rank_Points"": 798.0, ""Handedness_Matchup_RL"": 0.0, ""Player2_Rank"": 447.0, ""Avg_Age"": 24.91170431211499, ""P1_Country_RUS"": 0.0, ""Player2_Age"": 24.711841204654345, ""P2_vs_Lefty_WinRate"": 0.6071428571428571, ""Round_F"": 0.0, ""Surface_Clay"": 0.0, ""P2_Sets_14d"": 28.0, ""Rank_Momentum_Diff_30d"": 0.0, ""H2H_P2_Wins"": 0.0, ""Player2_Rank_Points"": 104.0, ""Player1_Age"": 25.111567419575632, ""P2_Rank_Volatility_90d"": 10.93227816524776, ""P1_Days_Since_Last"": 3.0, ""Grass_Season"": 1.0, ""P1_Semifinals_WinRate"": 0.5625, ""Level_A"": 0.0, ""Level_D"": 0.0, ""P1_Country_USA"": 0.0, ""P1_Country_GBR"": 0.0, ""P1_Country_FRA"": 1.0, ""P2_Matches_14d"": 13.0, ""P2_Country_USA"": 0.0, ""P2_Country_ITA"": 0.0, ""Round_Q2"": 0.0, ""P2_Surface_WinRate_90d"": 0.65, ""P1_Hand_L"": 0.0, ""P2_Hand_L"": 0.0, ""P1_Country_ITA"": 0.0, ""P2_Rust_Flag"": 0.0, ""P1_Rank_Change_90d"": -1.0, ""P1_Country_AUS"": 0.0, ""P1_Hand_U"": 0.0, ""P1_Hand_R"": 1.0, ""Round_RR"": 0.0, ""Avg_Height"": 189.5, ""P1_Sets_14d"": 11.0, ""P2_Country_Other"": 1.0, ""Round_SF"": 0.0, ""P1_vs_Lefty_WinRate"": 0.6403508771929824, ""Indoor_Season"": 0.0, ""Avg_Rank"": 261.0, ""P1_Rust_Flag"": 0.0, ""Avg_Rank_Points"": 451.0, ""Level_F"": 0.0, ""Round_R64"": 0.0, ""P2_Country_CZE"": 0.0, ""P2_Hand_R"": 0.0, ""Surface_Hard"": 1.0, ""P1_Matches_14d"": 4.0, ""Surface_Carpet"": 0.0, ""Round_R128"": 0.0, ""P1_Country_SRB"": 0.0, ""P2_Hand_U"": 1.0, ""P1_Rank_Volatility_90d"": 1.620185174601965, ""Level_M"": 0.0, ""P2_Country_ESP"": 0.0, ""Handedness_Matchup_LR"": 0.0, ""P1_Country_CZE"": 0.0, ""P2_Country_SUI"": 0.0, ""Surface_Grass"": 0.0, ""H2H_Total_Matches"": 0.0, ""Level_O"": 0.0, ""P1_Hand_A"": 0.0, ""P1_Finals_WinRate"": 0.4791666666666667, ""Rank_Momentum_Diff_90d"": 23.0, ""P2_Finals_WinRate"": 0.6111111111111112, ""Round_Q4"": 0.0, ""Level_G"": 0.0, ""Round_ER"": 0.0, ""Level_S"": 0.0, ""Round_BR"": 0.0, ""Round_Q3"": 0.0, ""Rank_Ratio"": 5.96, ""P1_Country_SUI"": 0.0, ""Clay_Season"": 0.0, ""P1_Country_GER"": 0.0, ""P2_Rank_Change_30d"": 0.0, ""P1_Country_ESP"": 0.0, ""P2_Hand_A"": 0.0, ""H2H_Recent_P1_Advantage"": 0.0, ""P2_Country_AUS"": 0.0, ""P2_Country_SRB"": 0.0, ""P2_Country_GBR"": 0.0, ""P2_Country_ARG"": 0.0, ""Handedness_Matchup_RR"": 0.0, ""P1_Rank_Change_30d"": 0.0, ""P2_Country_GER"": 0.0, ""Handedness_Matchup_LL"": 0.0, ""P2_Country_RUS"": 0.0, ""P1_Country_ARG"": 0.0, ""Level_C"": 1.0, ""P2_Semifinals_WinRate"": 0.4411764705882353, ""P2_Days_Since_Last"": 3.0, ""P1_Peak_Age"": 1.0, ""P2_Peak_Age"": 1.0, ""H2H_P1_WinRate"": 0.5, ""P1_Country_Other"": 0.0, ""H2H_P1_Wins"": 0.0, ""P1_BigMatch_WinRate"": 0.5, ""P2_Rank_Change_90d"": -24.0, ""P2_BigMatch_WinRate"": 0.5, ""P2_Country_FRA"": 0.0, ""_defaulted_features"": """"}"
cezar cretu,gustavo heide,2026-07-09,2026-07-09T05:19:32+00:00,run_20260709T051522Z,False,"{""P2_WinStreak_Current"": -1.0, ""P1_WinStreak_Current"": -1.0, ""P2_Surface_Matches_30d"": 0.0, ""Height_Diff"": -3.0, ""P1_Surface_Matches_30d"": 0.0, ""Player2_Height"": 191.0, ""P1_Matches_30d"": 3.0, ""P2_Matches_30d"": 10.0, ""P2_Surface_Experience"": 44.0, ""P2_Form_Trend_30d"": 0.707001347172227, ""Player1_Height"": 188.0, ""P1_Form_Trend_30d"": 0.6666666666666666, ""Round_R16"": 1.0, ""Surface_Transition_Flag"": 0.0, ""P1_Surface_Matches_90d"": 0.0, ""P1_Surface_Experience"": 54.0, ""Rank_Diff"": 131.0, ""Round_R32"": 0.0, ""Rank_Points_Diff"": -223.0, ""P2_Level_WinRate_Career"": 0.590625, ""P2_Surface_Matches_90d"": 0.0, ""P1_Level_WinRate_Career"": 0.5561224489795918, ""P2_Level_Matches_Career"": 157.0, ""P2_WinRate_Last10_120d"": 0.6538461538461539, ""Round_QF"": 0.0, ""Level_25"": 0.0, ""P1_Round_WinRate_Career"": 0.7105263157894737, ""P1_Surface_WinRate_90d"": 0.5, ""Round_Q1"": 0.0, ""Player1_Rank"": 272.0, ""P1_Level_Matches_Career"": 95.0, ""P2_Round_WinRate_Career"": 0.625, ""draw_size"": 32.0, ""P1_WinRate_Last10_120d"": 0.6538461538461539, ""Age_Diff"": 0.8487337440109499, ""Level_15"": 0.0, ""Player1_Rank_Points"": 207.0, ""Handedness_Matchup_RL"": 0.0, ""Player2_Rank"": 141.0, ""Avg_Age"": 24.78302532511978, ""P1_Country_RUS"": 0.0, ""Player2_Age"": 24.358658453114305, ""P2_vs_Lefty_WinRate"": 0.6025641025641025, ""Round_F"": 0.0, ""Surface_Clay"": 0.0, ""P2_Sets_14d"": 16.0, ""Rank_Momentum_Diff_30d"": 0.0, ""H2H_P2_Wins"": 0.0, ""Player2_Rank_Points"": 430.0, ""Player1_Age"": 25.207392197125255, ""P2_Rank_Volatility_90d"": 19.246235538867914, ""P1_Days_Since_Last"": 3.0, ""Grass_Season"": 1.0, ""P1_Semifinals_WinRate"": 0.6022727272727273, ""Level_A"": 0.0, ""Level_D"": 0.0, ""P1_Country_USA"": 0.0, ""P1_Country_GBR"": 0.0, ""P1_Country_FRA"": 0.0, ""P2_Matches_14d"": 8.0, ""P2_Country_USA"": 0.0, ""P2_Country_ITA"": 0.0, ""Round_Q2"": 0.0, ""P2_Surface_WinRate_90d"": 0.5, ""P1_Hand_L"": 0.0, ""P2_Hand_L"": 0.0, ""P1_Country_ITA"": 0.0, ""P2_Rust_Flag"": 0.0, ""P1_Rank_Change_90d"": 6.0, ""P1_Country_AUS"": 0.0, ""P1_Hand_U"": 0.0, ""P1_Hand_R"": 1.0, ""Round_RR"": 0.0, ""Avg_Height"": 189.5, ""P1_Sets_14d"": 6.0, ""P2_Country_Other"": 1.0, ""Round_SF"": 0.0, ""P1_vs_Lefty_WinRate"": 0.6770833333333334, ""Indoor_Season"": 0.0, ""Avg_Rank"": 206.5, ""P1_Rust_Flag"": 0.0, ""Avg_Rank_Points"": 318.5, ""Level_F"": 0.0, ""Round_R64"": 0.0, ""P2_Country_CZE"": 0.0, ""P2_Hand_R"": 1.0, ""Surface_Hard"": 1.0, ""P1_Matches_14d"": 3.0, ""Surface_Carpet"": 0.0, ""Round_R128"": 0.0, ""P1_Country_SRB"": 0.0, ""P2_Hand_U"": 0.0, ""P1_Rank_Volatility_90d"": 10.183965725331994, ""Level_M"": 0.0, ""P2_Country_ESP"": 0.0, ""Handedness_Matchup_LR"": 0.0, ""P1_Country_CZE"": 0.0, ""P2_Country_SUI"": 0.0, ""Surface_Grass"": 0.0, ""H2H_Total_Matches"": 0.0, ""Level_O"": 0.0, ""P1_Hand_A"": 0.0, ""P1_Finals_WinRate"": 0.48214285714285715, ""Rank_Momentum_Diff_90d"": -47.0, ""P2_Finals_WinRate"": 0.6052631578947368, ""Round_Q4"": 0.0, ""Level_G"": 0.0, ""Round_ER"": 0.0, ""Level_S"": 0.0, ""Round_BR"": 0.0, ""Round_Q3"": 0.0, ""Rank_Ratio"": 1.929078014184397, ""P1_Country_SUI"": 0.0, ""Clay_Season"": 0.0, ""P1_Country_GER"": 0.0, ""P2_Rank_Change_30d"": 0.0, ""P1_Country_ESP"": 0.0, ""P2_Hand_A"": 0.0, ""H2H_Recent_P1_Advantage"": 0.0, ""P2_Country_AUS"": 0.0, ""P2_Country_SRB"": 0.0, ""P2_Country_GBR"": 0.0, ""P2_Country_ARG"": 0.0, ""Handedness_Matchup_RR"": 1.0, ""P1_Rank_Change_30d"": 0.0, ""P2_Country_GER"": 0.0, ""Handedness_Matchup_LL"": 0.0, ""P2_Country_RUS"": 0.0, ""P1_Country_ARG"": 0.0, ""Level_C"": 1.0, ""P2_Semifinals_WinRate"": 0.5833333333333334, ""P2_Days_Since_Last"": 3.0, ""P1_Peak_Age"": 1.0, ""P2_Peak_Age"": 1.0, ""H2H_P1_WinRate"": 0.5, ""P1_Country_Other"": 1.0, ""H2H_P1_Wins"": 0.0, ""P1_BigMatch_WinRate"": 0.5, ""P2_Rank_Change_90d"": 53.0, ""P2_BigMatch_WinRate"": 0.4411764705882353, ""P2_Country_FRA"": 0.0, ""_defaulted_features"": """"}"
